,city,state,county
0,holtsville,NY,Suffolk
2,adjuntas,PR,Adjuntas
4,aguadilla,PR,Aguadilla
7,maricao,PR,Maricao
10,arecibo,PR,Arecibo
13,bajadero,PR,Arecibo
14,barceloneta,PR,Barceloneta
27,garrochales,PR,Arecibo
65,patillas,PR,Patillas
70,canovanas,PR,Canóvanas
88,santa isabel,PR,Santa
104,la plata,PR,Aibonito
150,san juan,PR,San
163,sabana seca,PR,Toa
164,toa alta,PR,Toa
167,bayamon,PR,Bayamón
173,catano,PR,Cataño
175,guaynabo,PR,Guaynabo
182,trujillo alto,PR,Trujillo
184,saint just,PR,San
185,carolina,PR,Carolina
194,agawam,MA,Hampden
195,amherst,MA,Hampshire
198,barre,MA,Worcester
199,belchertown,MA,Hampshire
200,blandford,MA,Hampden
201,bondsville,MA,Hampden
202,brimfield,MA,Hampden
203,chester,MA,Hampden
204,chesterfield,MA,Hampshire
205,chicopee,MA,Hampden
210,cummington,MA,Hampshire
211,easthampton,MA,Hampshire
212,east longmeadow,MA,Hampden
213,east otis,MA,Berkshire
214,feeding hills,MA,Hampden
215,gilbertville,MA,Worcester
216,goshen,MA,Hampshire
217,granby,MA,Hampshire
218,granville,MA,Hampden
219,hadley,MA,Hampshire
220,hampden,MA,Hampden
221,hardwick,MA,Worcester
222,hatfield,MA,Hampshire
223,haydenville,MA,Hampshire
224,holyoke,MA,Hampden
226,huntington,MA,Hampshire
227,leeds,MA,Hampshire
228,leverett,MA,Franklin
229,ludlow,MA,Hampden
230,monson,MA,Hampden
231,north amherst,MA,Hampshire
232,northampton,MA,Hampshire
234,florence,MA,Hampshire
236,north hatfield,MA,Franklin
237,oakham,MA,Worcester
238,palmer,MA,Hampden
239,plainfield,MA,Hampshire
240,russell,MA,Hampden
241,shutesbury,MA,Franklin
242,southampton,MA,Hampshire
243,south barre,MA,Worcester
244,south hadley,MA,Hampshire
245,southwick,MA,Hampden
246,thorndike,MA,Hampden
247,three rivers,MA,Hampden
248,wales,MA,Hampden
249,ware,MA,Hampshire
250,warren,MA,Worcester
251,west chesterfield,MA,Hampshire
252,westfield,MA,Hampden
254,west hatfield,MA,Hampshire
255,west springfield,MA,Hampden
257,west warren,MA,Worcester
258,whately,MA,Franklin
259,wheelwright,MA,Worcester
260,wilbraham,MA,Hampden
261,williamsburg,MA,Hampshire
262,woronoco,MA,Hampden
263,worthington,MA,Hampshire
264,springfield,MA,Hampden
269,longmeadow,MA,Hampden
284,indian orchard,MA,Hampden
288,pittsfield,MA,Berkshire
291,adams,MA,Berkshire
292,ashley falls,MA,Berkshire
293,becket,MA,Berkshire
294,berkshire,MA,Berkshire
295,cheshire,MA,Berkshire
296,dalton,MA,Berkshire
298,glendale,MA,Berkshire
299,great barrington,MA,Berkshire
300,hinsdale,MA,Berkshire
301,housatonic,MA,Berkshire
302,lanesboro,MA,Berkshire
303,lee,MA,Berkshire
304,lenox,MA,Berkshire
305,lenox dale,MA,Berkshire
306,middlefield,MA,Hampshire
307,mill river,MA,Berkshire
308,monterey,MA,Berkshire
309,north adams,MA,Berkshire
310,north egremont,MA,Berkshire
311,otis,MA,Berkshire
312,richmond,MA,Berkshire
313,sandisfield,MA,Berkshire
314,savoy,MA,Berkshire
315,sheffield,MA,Berkshire
316,south egremont,MA,Berkshire
317,southfield,MA,Berkshire
318,south lee,MA,Berkshire
319,stockbridge,MA,Berkshire
321,tyringham,MA,Berkshire
322,west stockbridge,MA,Berkshire
323,williamstown,MA,Berkshire
324,windsor,MA,Berkshire
325,greenfield,MA,Franklin
327,ashfield,MA,Franklin
328,athol,MA,Worcester
329,bernardston,MA,Franklin
330,buckland,MA,Franklin
331,charlemont,MA,Franklin
332,colrain,MA,Franklin
333,conway,MA,Franklin
334,deerfield,MA,Franklin
335,drury,MA,Berkshire
336,erving,MA,Franklin
337,heath,MA,Franklin
338,lake pleasant,MA,Franklin
339,millers falls,MA,Franklin
340,monroe bridge,MA,Franklin
341,montague,MA,Franklin
342,gill,MA,Franklin
343,new salem,MA,Franklin
344,northfield,MA,Franklin
345,orange,MA,Franklin
346,petersham,MA,Worcester
347,rowe,MA,Franklin
348,royalston,MA,Worcester
349,shelburne falls,MA,Franklin
350,south deerfield,MA,Franklin
351,sunderland,MA,Franklin
352,turners falls,MA,Franklin
353,warwick,MA,Franklin
354,wendell,MA,Franklin
355,wendell depot,MA,Franklin
356,fitchburg,MA,Worcester
357,ashburnham,MA,Worcester
358,ashby,MA,Middlesex
359,ayer,MA,Middlesex
360,devens,MA,Worcester
361,baldwinville,MA,Worcester
362,east templeton,MA,Worcester
363,gardner,MA,Worcester
364,westminster,MA,Worcester
365,groton,MA,Middlesex
366,harvard,MA,Worcester
367,hubbardston,MA,Worcester
368,leominster,MA,Worcester
369,littleton,MA,Middlesex
370,lunenburg,MA,Worcester
371,pepperell,MA,Middlesex
372,shirley,MA,Middlesex
373,still river,MA,Worcester
374,templeton,MA,Worcester
375,townsend,MA,Middlesex
378,west groton,MA,Middlesex
380,west townsend,MA,Middlesex
381,winchendon,MA,Worcester
382,winchendon springs,MA,Worcester
383,auburn,MA,Worcester
384,berlin,MA,Worcester
385,blackstone,MA,Worcester
386,boylston,MA,Worcester
387,brookfield,MA,Worcester
388,charlton,MA,Worcester
389,charlton city,MA,Worcester
390,charlton depot,MA,Worcester
391,clinton,MA,Worcester
392,east brookfield,MA,Worcester
393,douglas,MA,Worcester
394,east princeton,MA,Worcester
395,fiskdale,MA,Worcester
396,grafton,MA,Worcester
397,holden,MA,Worcester
398,holland,MA,Hampden
399,jefferson,MA,Worcester
400,lancaster,MA,Worcester
401,leicester,MA,Worcester
402,linwood,MA,Worcester
403,manchaug,MA,Worcester
404,millbury,MA,Worcester
405,millville,MA,Worcester
406,new braintree,MA,Worcester
407,northborough,MA,Worcester
408,northbridge,MA,Worcester
409,north brookfield,MA,Worcester
410,north grafton,MA,Worcester
411,north oxford,MA,Worcester
412,north uxbridge,MA,Worcester
413,oxford,MA,Worcester
414,princeton,MA,Worcester
415,rochdale,MA,Worcester
416,rutland,MA,Worcester
417,shrewsbury,MA,Worcester
419,southbridge,MA,Worcester
420,south grafton,MA,Worcester
421,south lancaster,MA,Worcester
422,spencer,MA,Worcester
423,sterling,MA,Worcester
424,sturbridge,MA,Worcester
425,upton,MA,Worcester
426,uxbridge,MA,Worcester
427,webster,MA,Worcester
428,dudley,MA,Worcester
429,westborough,MA,Worcester
432,west boylston,MA,Worcester
433,west brookfield,MA,Worcester
434,west millbury,MA,Worcester
435,whitinsville,MA,Worcester
436,sutton,MA,Worcester
437,worcester,MA,Worcester
447,cherry valley,MA,Worcester
448,paxton,MA,Worcester
455,framingham,MA,Middlesex
460,village of nagog woods,MA,Middlesex
461,boxborough,MA,Middlesex
462,acton,MA,Middlesex
463,ashland,MA,Middlesex
464,bedford,MA,Middlesex
465,hanscom afb,MA,Middlesex
466,bolton,MA,Worcester
467,carlisle,MA,Middlesex
468,concord,MA,Middlesex
469,fayville,MA,Worcester
470,holliston,MA,Middlesex
471,hopedale,MA,Worcester
472,hopkinton,MA,Middlesex
473,hudson,MA,Middlesex
474,marlborough,MA,Middlesex
475,maynard,MA,Middlesex
476,mendon,MA,Worcester
477,milford,MA,Worcester
478,natick,MA,Middlesex
479,sherborn,MA,Middlesex
480,southborough,MA,Worcester
481,lincoln,MA,Middlesex
482,stow,MA,Middlesex
483,sudbury,MA,Middlesex
484,wayland,MA,Middlesex
485,woodville,MA,Middlesex
486,woburn,MA,Middlesex
487,burlington,MA,Middlesex
492,andover,MA,Essex
496,billerica,MA,Middlesex
498,chelmsford,MA,Middlesex
499,dracut,MA,Middlesex
500,dunstable,MA,Middlesex
501,haverhill,MA,Essex
504,georgetown,MA,Essex
505,groveland,MA,Essex
507,lawrence,MA,Essex
511,methuen,MA,Essex
512,north andover,MA,Essex
513,lowell,MA,Middlesex
518,merrimac,MA,Essex
519,north billerica,MA,Middlesex
520,north chelmsford,MA,Middlesex
521,north reading,MA,Middlesex
522,nutting lake,MA,Middlesex
523,pinehurst,MA,Middlesex
524,reading,MA,Middlesex
525,tewksbury,MA,Middlesex
526,tyngsboro,MA,Middlesex
527,wakefield,MA,Middlesex
528,west boxford,MA,Essex
529,westford,MA,Middlesex
530,wilmington,MA,Middlesex
533,winchester,MA,Middlesex
535,lynn,MA,Essex
540,saugus,MA,Essex
541,swampscott,MA,Essex
542,nahant,MA,Essex
544,amesbury,MA,Essex
545,beverly,MA,Essex
546,boxford,MA,Essex
547,byfield,MA,Essex
548,danvers,MA,Essex
549,essex,MA,Essex
550,gloucester,MA,Essex
552,hamilton,MA,Essex
553,hathorne,MA,Essex
554,ipswich,MA,Essex
555,lynnfield,MA,Essex
556,manchester,MA,Essex
557,marblehead,MA,Essex
558,middleton,MA,Essex
559,newburyport,MA,Essex
560,newbury,MA,Essex
561,salisbury,MA,Essex
562,peabody,MA,Essex
564,prides crossing,MA,Essex
565,rockport,MA,Essex
566,rowley,MA,Essex
567,salem,MA,Essex
569,south hamilton,MA,Essex
570,topsfield,MA,Essex
571,wenham,MA,Essex
572,west newbury,MA,Essex
573,accord,MA,Plymouth
574,bellingham,MA,Norfolk
575,brant rock,MA,Plymouth
576,canton,MA,Norfolk
577,cohasset,MA,Norfolk
578,dedham,MA,Norfolk
580,dover,MA,Norfolk
581,east mansfield,MA,Bristol
582,east walpole,MA,Norfolk
583,foxboro,MA,Norfolk
584,franklin,MA,Norfolk
585,greenbush,MA,Plymouth
586,green harbor,MA,Plymouth
587,hingham,MA,Plymouth
589,hull,MA,Plymouth
590,humarock,MA,Plymouth
591,mansfield,MA,Bristol
592,marshfield,MA,Plymouth
593,marshfield hills,MA,Plymouth
594,medfield,MA,Norfolk
595,medway,MA,Norfolk
596,millis,MA,Norfolk
597,minot,MA,Plymouth
598,norfolk,MA,Norfolk
599,north marshfield,MA,Plymouth
600,north scituate,MA,Plymouth
601,norwell,MA,Plymouth
602,norwood,MA,Norfolk
603,ocean bluff,MA,Plymouth
604,scituate,MA,Plymouth
605,sharon,MA,Norfolk
606,sheldonville,MA,Norfolk
607,south walpole,MA,Norfolk
608,stoughton,MA,Norfolk
609,walpole,MA,Norfolk
610,westwood,MA,Norfolk
611,wrentham,MA,Norfolk
612,boston,MA,Suffolk
623,roxbury,MA,Suffolk
624,roxbury crossing,MA,Suffolk
625,dorchester,MA,Suffolk
628,dorchester center,MA,Suffolk
630,mattapan,MA,Suffolk
633,charlestown,MA,Suffolk
634,jamaica plain,MA,Suffolk
635,roslindale,MA,Suffolk
636,west roxbury,MA,Suffolk
638,allston,MA,Suffolk
639,brighton,MA,Suffolk
640,hyde park,MA,Suffolk
641,readville,MA,Suffolk
642,cambridge,MA,Middlesex
647,somerville,MA,Middlesex
650,malden,MA,Middlesex
651,everett,MA,Middlesex
652,chelsea,MA,Suffolk
653,revere,MA,Suffolk
654,winthrop,MA,Suffolk
655,medford,MA,Middlesex
657,west medford,MA,Middlesex
659,quincy,MA,Norfolk
662,melrose,MA,Middlesex
663,stoneham,MA,Middlesex
664,braintree,MA,Norfolk
666,milton,MA,Norfolk
667,milton village,MA,Norfolk
668,weymouth,MA,Norfolk
669,east weymouth,MA,Norfolk
670,south weymouth,MA,Norfolk
671,north weymouth,MA,Norfolk
687,east boston,MA,Suffolk
699,brockton,MA,Plymouth
704,avon,MA,Norfolk
705,bridgewater,MA,Plymouth
707,bryantville,MA,Plymouth
708,carver,MA,Plymouth
709,duxbury,MA,Plymouth
711,east bridgewater,MA,Plymouth
712,easton,MA,Bristol
713,elmwood,MA,Plymouth
714,halifax,MA,Plymouth
715,hanover,MA,Plymouth
717,hanson,MA,Plymouth
718,holbrook,MA,Norfolk
719,middleboro,MA,Plymouth
720,manomet,MA,Plymouth
722,lakeville,MA,Plymouth
725,monponsett,MA,Plymouth
726,abington,MA,Plymouth
727,north carver,MA,Plymouth
728,north easton,MA,Bristol
730,north pembroke,MA,Plymouth
731,pembroke,MA,Plymouth
732,plymouth,MA,Plymouth
735,kingston,MA,Plymouth
736,south carver,MA,Plymouth
737,plympton,MA,Plymouth
738,randolph,MA,Norfolk
739,rockland,MA,Plymouth
740,south easton,MA,Bristol
741,west bridgewater,MA,Plymouth
742,white horse beach,MA,Plymouth
743,whitman,MA,Plymouth
744,lexington,MA,Middlesex
746,brookline,MA,Norfolk
748,brookline village,MA,Norfolk
749,waltham,MA,Middlesex
753,north waltham,MA,Middlesex
754,new town,MA,Middlesex
755,babson park,MA,Norfolk
756,newton,MA,Middlesex
757,newton center,MA,Middlesex
758,newtonville,MA,Middlesex
759,newton highlands,MA,Middlesex
760,newton lower falls,MA,Middlesex
761,newton upper falls,MA,Middlesex
762,west newton,MA,Middlesex
763,auburndale,MA,Middlesex
764,chestnut hill,MA,Norfolk
765,waban,MA,Middlesex
766,watertown,MA,Middlesex
768,arlington,MA,Middlesex
769,arlington heights,MA,Middlesex
772,belmont,MA,Middlesex
773,waverley,MA,Middlesex
774,wellesley hills,MA,Norfolk
775,wellesley,MA,Norfolk
776,needham,MA,Norfolk
777,weston,MA,Middlesex
778,needham heights,MA,Norfolk
779,nonantum,MA,Middlesex
780,buzzards bay,MA,Barnstable
781,cataumet,MA,Barnstable
782,chilmark,MA,Dukes
783,east falmouth,MA,Barnstable
784,east sandwich,MA,Barnstable
785,east wareham,MA,Plymouth
786,edgartown,MA,Dukes
787,falmouth,MA,Barnstable
790,woods hole,MA,Barnstable
791,menemsha,MA,Dukes
792,monument beach,MA,Barnstable
793,nantucket,MA,Nantucket
794,north falmouth,MA,Barnstable
795,oak bluffs,MA,Dukes
796,onset,MA,Plymouth
797,pocasset,MA,Barnstable
798,sagamore,MA,Barnstable
799,sagamore beach,MA,Barnstable
800,sandwich,MA,Barnstable
801,siasconset,MA,Nantucket
802,silver beach,MA,Barnstable
803,vineyard haven,MA,Dukes
804,wareham,MA,Plymouth
805,west chop,MA,Dukes
806,west falmouth,MA,Barnstable
807,west tisbury,MA,Dukes
808,west wareham,MA,Plymouth
810,hyannis,MA,Barnstable
811,barnstable,MA,Barnstable
812,brewster,MA,Barnstable
813,centerville,MA,Barnstable
814,chatham,MA,Barnstable
816,cotuit,MA,Barnstable
818,cummaquid,MA,Barnstable
819,dennis,MA,Barnstable
820,dennis port,MA,Barnstable
821,east dennis,MA,Barnstable
822,eastham,MA,Barnstable
823,east orleans,MA,Barnstable
824,forestdale,MA,Barnstable
825,harwich,MA,Barnstable
826,harwich port,MA,Barnstable
827,hyannis port,MA,Barnstable
828,marstons mills,MA,Barnstable
829,mashpee,MA,Barnstable
830,north chatham,MA,Barnstable
831,north eastham,MA,Barnstable
832,north truro,MA,Barnstable
833,orleans,MA,Barnstable
834,osterville,MA,Barnstable
835,provincetown,MA,Barnstable
836,south chatham,MA,Barnstable
837,south dennis,MA,Barnstable
838,south harwich,MA,Barnstable
839,south orleans,MA,Barnstable
840,south wellfleet,MA,Barnstable
841,south yarmouth,MA,Barnstable
842,truro,MA,Barnstable
843,wellfleet,MA,Barnstable
844,west barnstable,MA,Barnstable
845,west chatham,MA,Barnstable
846,west dennis,MA,Barnstable
847,west harwich,MA,Barnstable
848,west hyannisport,MA,Barnstable
849,west yarmouth,MA,Barnstable
850,yarmouth port,MA,Barnstable
851,assonet,MA,Bristol
852,attleboro,MA,Bristol
853,chartley,MA,Bristol
854,cuttyhunk,MA,Dukes
855,dartmouth,MA,Bristol
856,dighton,MA,Bristol
857,east freetown,MA,Bristol
858,east taunton,MA,Bristol
859,fairhaven,MA,Bristol
860,fall river,MA,Bristol
865,somerset,MA,Bristol
867,marion,MA,Plymouth
868,mattapoisett,MA,Plymouth
869,new bedford,MA,Bristol
872,acushnet,MA,Bristol
876,north dartmouth,MA,Bristol
877,south dartmouth,MA,Bristol
878,north attleboro,MA,Bristol
880,plainville,MA,Norfolk
881,attleboro falls,MA,Bristol
882,north dighton,MA,Bristol
883,norton,MA,Bristol
884,raynham,MA,Bristol
885,raynham center,MA,Bristol
886,rehoboth,MA,Bristol
887,rochester,MA,Plymouth
888,seekonk,MA,Bristol
889,swansea,MA,Bristol
890,berkley,MA,Bristol
891,taunton,MA,Bristol
893,westport,MA,Bristol
894,westport point,MA,Bristol
895,adamsville,RI,Newport
896,albion,RI,Providence
897,ashaway,RI,Washington
898,barrington,RI,Bristol
899,block island,RI,Washington
900,bradford,RI,Washington
901,bristol,RI,Bristol
902,carolina,RI,Washington
903,charlestown,RI,Washington
904,chepachet,RI,Providence
905,clayville,RI,Providence
906,coventry,RI,Kent
907,west greenwich,RI,Kent
908,east greenwich,RI,Kent
909,exeter,RI,Washington
910,fiskeville,RI,Providence
911,forestdale,RI,Providence
912,foster,RI,Providence
913,glendale,RI,Providence
914,greene,RI,Kent
915,greenville,RI,Providence
916,harmony,RI,Providence
917,harrisville,RI,Providence
918,hope,RI,Providence
919,hope valley,RI,Washington
920,hopkinton,RI,Washington
921,jamestown,RI,Newport
922,kenyon,RI,Washington
923,little compton,RI,Newport
924,manville,RI,Providence
925,mapleville,RI,Providence
926,newport,RI,Newport
928,middletown,RI,Newport
929,north kingstown,RI,Washington
931,north scituate,RI,Providence
932,oakland,RI,Providence
933,pascoag,RI,Providence
934,pawtucket,RI,Providence
937,central falls,RI,Providence
938,cumberland,RI,Providence
939,lincoln,RI,Providence
940,portsmouth,RI,Newport
941,prudence island,RI,Newport
942,rockville,RI,Washington
943,saunderstown,RI,Washington
944,shannock,RI,Washington
945,slatersville,RI,Providence
946,slocum,RI,Washington
947,tiverton,RI,Newport
948,wakefield,RI,Washington
950,kingston,RI,Washington
951,narragansett,RI,Washington
952,peace dale,RI,Washington
953,warren,RI,Bristol
954,warwick,RI,Kent
958,westerly,RI,Washington
959,west kingston,RI,Washington
960,west warwick,RI,Kent
961,wood river junction,RI,Washington
962,woonsocket,RI,Providence
963,north smithfield,RI,Providence
964,wyoming,RI,Washington
965,providence,RI,Providence
974,cranston,RI,Providence
975,north providence,RI,Providence
977,east providence,RI,Providence
978,riverside,RI,Providence
979,rumford,RI,Providence
980,smithfield,RI,Providence
982,johnston,RI,Providence
986,amherst,NH,Hillsborough
987,auburn,NH,Rockingham
988,brookline,NH,Hillsborough
989,candia,NH,Rockingham
990,chester,NH,Rockingham
991,deerfield,NH,Rockingham
992,derry,NH,Rockingham
993,east candia,NH,Rockingham
994,east derry,NH,Rockingham
995,epping,NH,Rockingham
996,francestown,NH,Hillsborough
997,fremont,NH,Rockingham
998,goffstown,NH,Hillsborough
999,dunbarton,NH,Merrimack
1000,greenfield,NH,Hillsborough
1001,greenville,NH,Hillsborough
1002,hollis,NH,Hillsborough
1003,hudson,NH,Hillsborough
1004,litchfield,NH,Hillsborough
1005,londonderry,NH,Rockingham
1006,merrimack,NH,Hillsborough
1007,milford,NH,Hillsborough
1008,mont vernon,NH,Hillsborough
1009,nashua,NH,Hillsborough
1014,new boston,NH,Hillsborough
1015,new ipswich,NH,Hillsborough
1016,north salem,NH,Rockingham
1017,pelham,NH,Hillsborough
1018,raymond,NH,Rockingham
1019,salem,NH,Rockingham
1020,lyndeborough,NH,Hillsborough
1021,temple,NH,Hillsborough
1022,wilton,NH,Hillsborough
1023,windham,NH,Rockingham
1024,manchester,NH,Hillsborough
1029,hooksett,NH,Merrimack
1033,bedford,NH,Hillsborough
1035,waterville valley,NH,Grafton
1036,andover,NH,Merrimack
1037,ashland,NH,Grafton
1038,barnstead,NH,Belknap
1039,belmont,NH,Belknap
1040,bradford,NH,Merrimack
1041,bristol,NH,Grafton
1042,campton,NH,Grafton
1043,canterbury,NH,Merrimack
1044,center barnstead,NH,Belknap
1045,center harbor,NH,Belknap
1046,center sandwich,NH,Carroll
1047,contoocook,NH,Merrimack
1048,danbury,NH,Merrimack
1049,east andover,NH,Merrimack
1050,elkins,NH,Merrimack
1051,epsom,NH,Merrimack
1052,franklin,NH,Merrimack
1053,gilmanton,NH,Belknap
1054,glencliff,NH,Grafton
1055,grafton,NH,Grafton
1056,hebron,NH,Grafton
1057,henniker,NH,Merrimack
1058,hill,NH,Merrimack
1059,hillsborough,NH,Hillsborough
1060,holderness,NH,Grafton
1061,laconia,NH,Belknap
1063,gilford,NH,Belknap
1064,lincoln,NH,Grafton
1065,lochmere,NH,Belknap
1066,meredith,NH,Belknap
1067,moultonborough,NH,Carroll
1068,newbury,NH,Merrimack
1069,new hampton,NH,Belknap
1070,new london,NH,Merrimack
1071,chichester,NH,Merrimack
1072,north sandwich,NH,Carroll
1073,north sutton,NH,Merrimack
1074,northwood,NH,Rockingham
1075,north woodstock,NH,Grafton
1076,pittsfield,NH,Merrimack
1077,plymouth,NH,Grafton
1078,rumney,NH,Grafton
1079,salisbury,NH,Merrimack
1080,sanbornton,NH,Belknap
1081,south newbury,NH,Merrimack
1082,south sutton,NH,Merrimack
1083,stinson lake,NH,Grafton
1084,suncook,NH,Merrimack
1085,tilton,NH,Belknap
1086,warner,NH,Merrimack
1087,warren,NH,Grafton
1088,washington,NH,Sullivan
1089,weare,NH,Hillsborough
1090,wentworth,NH,Grafton
1091,springfield,NH,Sullivan
1092,thornton,NH,Grafton
1093,wilmot,NH,Merrimack
1094,winnisquam,NH,Belknap
1095,nottingham,NH,Rockingham
1096,west nottingham,NH,Rockingham
1097,woodstock,NH,Grafton
1100,concord,NH,Merrimack
1103,bow,NH,Merrimack
1105,loudon,NH,Merrimack
1106,keene,NH,Cheshire
1108,antrim,NH,Hillsborough
1109,ashuelot,NH,Cheshire
1110,bennington,NH,Hillsborough
1111,chesterfield,NH,Cheshire
1112,dublin,NH,Cheshire
1113,sullivan,NH,Cheshire
1114,swanzey,NH,Cheshire
1115,fitzwilliam,NH,Cheshire
1116,gilsum,NH,Cheshire
1117,hancock,NH,Hillsborough
1118,harrisville,NH,Cheshire
1119,hinsdale,NH,Cheshire
1120,jaffrey,NH,Cheshire
1121,marlborough,NH,Cheshire
1122,marlow,NH,Cheshire
1123,nelson,NH,Cheshire
1124,peterborough,NH,Hillsborough
1125,rindge,NH,Cheshire
1126,spofford,NH,Cheshire
1127,stoddard,NH,Cheshire
1128,troy,NH,Cheshire
1129,west chesterfield,NH,Cheshire
1130,westmoreland,NH,Cheshire
1131,west peterborough,NH,Hillsborough
1132,west swanzey,NH,Cheshire
1133,winchester,NH,Cheshire
1134,littleton,NH,Grafton
1135,berlin,NH,Coos
1136,bethlehem,NH,Grafton
1137,bretton woods,NH,Coos
1138,colebrook,NH,Coos
1139,errol,NH,Coos
1140,franconia,NH,Grafton
1141,gorham,NH,Coos
1142,groveton,NH,Coos
1143,jefferson,NH,Coos
1144,lancaster,NH,Coos
1145,lisbon,NH,Grafton
1146,sugar hill,NH,Grafton
1147,milan,NH,Coos
1148,mount washington,NH,Coös
1149,north stratford,NH,Coos
1150,pittsburg,NH,Coos
1151,randolph,NH,Coos
1152,twin mountain,NH,Coos
1153,west stewartstown,NH,Coös
1154,whitefield,NH,Coos
1155,acworth,NH,Sullivan
1156,alstead,NH,Cheshire
1157,charlestown,NH,Sullivan
1158,drewsville,NH,Cheshire
1159,lempster,NH,Sullivan
1160,south acworth,NH,Sullivan
1161,walpole,NH,Cheshire
1162,north walpole,NH,Cheshire
1163,bath,NH,Grafton
1164,canaan,NH,Grafton
1165,claremont,NH,Sullivan
1166,cornish,NH,Sullivan
1167,cornish flat,NH,Sullivan
1168,enfield,NH,Grafton
1169,enfield center,NH,Grafton
1170,etna,NH,Grafton
1171,georges mills,NH,Sullivan
1172,goshen,NH,Sullivan
1173,grantham,NH,Sullivan
1174,guild,NH,Sullivan
1175,hanover,NH,Grafton
1176,lebanon,NH,Grafton
1177,haverhill,NH,Grafton
1179,lyme,NH,Grafton
1180,lyme center,NH,Grafton
1181,meriden,NH,Sullivan
1182,monroe,NH,Grafton
1183,newport,NH,Sullivan
1184,north haverhill,NH,Grafton
1185,orford,NH,Grafton
1186,piermont,NH,Grafton
1187,pike,NH,Grafton
1188,plainfield,NH,Sullivan
1189,sunapee,NH,Sullivan
1190,west lebanon,NH,Grafton
1191,woodsville,NH,Grafton
1192,portsmouth,NH,Rockingham
1196,newington,NH,Rockingham
1197,alton,NH,Belknap
1198,alton bay,NH,Belknap
1199,atkinson,NH,Rockingham
1200,bartlett,NH,Carroll
1201,center conway,NH,Carroll
1202,center ossipee,NH,Carroll
1203,center strafford,NH,Strafford
1204,center tuftonboro,NH,Carroll
1205,chocorua,NH,Carroll
1206,conway,NH,Carroll
1207,danville,NH,Rockingham
1208,dover,NH,Strafford
1211,madbury,NH,Strafford
1212,durham,NH,Strafford
1213,barrington,NH,Strafford
1214,east hampstead,NH,Rockingham
1215,east kingston,NH,Rockingham
1216,east wakefield,NH,Carroll
1217,eaton center,NH,Carroll
1218,exeter,NH,Rockingham
1219,farmington,NH,Strafford
1220,freedom,NH,Carroll
1221,gilmanton iron works,NH,Belknap
1222,glen,NH,Carroll
1223,rochester,NH,Strafford
1224,greenland,NH,Rockingham
1225,hampstead,NH,Rockingham
1226,hampton,NH,Rockingham
1228,hampton falls,NH,Rockingham
1229,intervale,NH,Carroll
1230,jackson,NH,Carroll
1231,kearsarge,NH,Carroll
1232,kingston,NH,Rockingham
1233,madison,NH,Carroll
1234,melvin village,NH,Carroll
1235,milton,NH,Strafford
1236,milton mills,NH,Strafford
1237,mirror lake,NH,Carroll
1238,new castle,NH,Rockingham
1239,new durham,NH,Strafford
1240,newfields,NH,Rockingham
1241,newmarket,NH,Rockingham
1242,newton,NH,Rockingham
1243,newton junction,NH,Rockingham
1244,north conway,NH,Carroll
1245,lee,NH,Strafford
1246,north hampton,NH,Rockingham
1247,ossipee,NH,Carroll
1248,plaistow,NH,Rockingham
1252,rollinsford,NH,Strafford
1253,rye,NH,Rockingham
1254,rye beach,NH,Rockingham
1255,sanbornville,NH,Carroll
1256,sandown,NH,Rockingham
1257,seabrook,NH,Rockingham
1258,silver lake,NH,Carroll
1259,somersworth,NH,Strafford
1260,effingham,NH,Carroll
1261,south tamworth,NH,Carroll
1262,strafford,NH,Strafford
1263,stratham,NH,Rockingham
1264,tamworth,NH,Carroll
1265,union,NH,Strafford
1266,west ossipee,NH,Carroll
1267,wolfeboro,NH,Carroll
1268,wolfeboro falls,NH,Carroll
1269,wonalancet,NH,Carroll
1270,berwick,ME,York
1271,cape neddick,ME,York
1272,eliot,ME,York
1273,kittery,ME,York
1274,kittery point,ME,York
1275,north berwick,ME,York
1276,ogunquit,ME,York
1277,south berwick,ME,York
1278,york,ME,York
1279,york beach,ME,York
1280,york harbor,ME,York
1281,acton,ME,York
1282,alfred,ME,York
1283,bailey island,ME,Cumberland
1284,bar mills,ME,York
1285,biddeford,ME,York
1286,biddeford pool,ME,York
1288,bowdoinham,ME,Sagadahoc
1289,bridgton,ME,Cumberland
1290,brownfield,ME,Oxford
1291,brunswick,ME,Cumberland
1292,bustins island,ME,Cumberland
1293,cape porpoise,ME,York
1294,casco,ME,Cumberland
1295,center lovell,ME,Oxford
1296,chebeague island,ME,Cumberland
1297,cliff island,ME,Cumberland
1298,cornish,ME,York
1299,cumberland center,ME,Cumberland
1300,denmark,ME,Oxford
1301,east baldwin,ME,Cumberland
1302,lebanon,ME,York
1303,east parsonsfield,ME,York
1304,sebago,ME,Cumberland
1305,east waterboro,ME,York
1306,freeport,ME,Cumberland
1309,fryeburg,ME,Oxford
1310,gorham,ME,Cumberland
1311,gray,ME,Cumberland
1312,harrison,ME,Cumberland
1313,hiram,ME,Oxford
1314,hollis center,ME,York
1315,kennebunk,ME,York
1316,kennebunkport,ME,York
1317,parsonsfield,ME,York
1318,limerick,ME,York
1319,limington,ME,York
1320,long island,ME,Cumberland
1321,lovell,ME,Oxford
1322,moody,ME,York
1323,naples,ME,Cumberland
1324,newfield,ME,York
