,city,state,county
16155,jachin,AL,Choctaw
16156,lisman,AL,Choctaw
16157,melvin,AL,Choctaw
16158,needham,AL,Choctaw
16159,pennington,AL,Choctaw
16160,silas,AL,Choctaw
16161,toxey,AL,Choctaw
16162,ward,AL,Sumter
16163,york,AL,Sumter
16164,adams,TN,Robertson
16165,antioch,TN,Davidson
16166,alexandria,TN,De
16168,arrington,TN,Williamson
16169,ashland city,TN,Cheatham
16170,auburntown,TN,Cannon
16171,beechgrove,TN,Coffee
16172,belfast,TN,Marshall
16173,bell buckle,TN,Bedford
16174,bethpage,TN,Sumner
16175,big rock,TN,Stewart
16176,brentwood,TN,Williamson
16177,bon aqua,TN,Hickman
16178,bradyville,TN,Cannon
16180,bumpus mills,TN,Stewart
16181,burns,TN,Dickson
16182,carthage,TN,Smith
16183,castalian springs,TN,Sumner
16184,cedar hill,TN,Robertson
16185,centerville,TN,Hickman
16186,chapel hill,TN,Marshall
16187,chapmansboro,TN,Cheatham
16188,charlotte,TN,Dickson
16189,christiana,TN,Rutherford
16190,clarksville,TN,Montgomery
16195,college grove,TN,Williamson
16196,cornersville,TN,Marshall
16197,cottontown,TN,Sumner
16198,cross plains,TN,Robertson
16199,cumberland city,TN,Stewart
16200,cumberland furnace,TN,Dickson
16201,cunningham,TN,Montgomery
16202,dickson,TN,Dickson
16204,dixon springs,TN,Trousdale
16205,dover,TN,Stewart
16206,dowelltown,TN,De
16207,eagleville,TN,Rutherford
16208,erin,TN,Houston
16209,fairview,TN,Williamson
16210,fosterville,TN,Rutherford
16211,franklin,TN,Williamson
16213,gallatin,TN,Sumner
16217,goodlettsville,TN,Davidson
16218,gladeville,TN,Wilson
16220,greenbrier,TN,Robertson
16221,hartsville,TN,Trousdale
16222,hendersonville,TN,Sumner
16223,hermitage,TN,Davidson
16225,hurricane mills,TN,Humphreys
16226,indian mound,TN,Stewart
16227,joelton,TN,Davidson
16228,kingston springs,TN,Cheatham
16229,lafayette,TN,Macon
16230,lascassas,TN,Rutherford
16231,la vergne,TN,Rutherford
16232,lebanon,TN,Wilson
16236,lewisburg,TN,Marshall
16237,liberty,TN,De
16238,linden,TN,Perry
16239,lobelville,TN,Perry
16240,lyles,TN,Hickman
16241,mc ewen,TN,Humphreys
16242,mcminnville,TN,Warren
16244,madison,TN,Davidson
16246,milton,TN,Rutherford
16247,mitchellville,TN,Sumner
16248,mount juliet,TN,Wilson
16250,murfreesboro,TN,Rutherford
16257,new johnsonville,TN,Humphreys
16258,nolensville,TN,Williamson
16259,norene,TN,Wilson
16260,nunnelly,TN,Hickman
16261,old hickory,TN,Davidson
16262,only,TN,Hickman
16263,orlinda,TN,Robertson
16264,palmyra,TN,Montgomery
16265,pegram,TN,Cheatham
16266,petersburg,TN,Lincoln
16267,pleasant shade,TN,Smith
16268,pleasant view,TN,Cheatham
16269,portland,TN,Sumner
16270,readyville,TN,Rutherford
16271,red boiling springs,TN,Macon
16272,riddleton,TN,Smith
16273,ridgetop,TN,Robertson
16274,rockvale,TN,Rutherford
16275,shelbyville,TN,Bedford
16278,slayden,TN,Dickson
16279,smithville,TN,De
16280,smyrna,TN,Rutherford
16281,southside,TN,Montgomery
16282,springfield,TN,Robertson
16283,spring hill,TN,Maury
16284,stewart,TN,Houston
16285,tennessee ridge,TN,Houston
16286,thompsons station,TN,Williamson
16287,unionville,TN,Bedford
16288,vanleer,TN,Dickson
16289,wartrace,TN,Bedford
16290,watertown,TN,Wilson
16291,waverly,TN,Humphreys
16292,westmoreland,TN,Sumner
16293,white bluff,TN,Dickson
16294,white house,TN,Robertson
16295,whites creek,TN,Davidson
16296,woodbury,TN,Cannon
16297,woodlawn,TN,Montgomery
16298,nashville,TN,Davidson
16342,altamont,TN,Grundy
16343,apison,TN,Hamilton
16344,athens,TN,McMinn
16345,bakewell,TN,Hamilton
16346,beersheba springs,TN,Grundy
16347,belvidere,TN,Franklin
16348,benton,TN,Polk
16349,birchwood,TN,Hamilton
16350,calhoun,TN,McMinn
16351,charleston,TN,Bradley
16352,cleveland,TN,Bradley
16354,coalmont,TN,Grundy
16355,coker creek,TN,Monroe
16356,collegedale,TN,Hamilton
16357,conasauga,TN,Polk
16358,copperhill,TN,Polk
16359,cowan,TN,Franklin
16361,dayton,TN,Rhea
16362,decatur,TN,Meigs
16364,decherd,TN,Franklin
16365,delano,TN,Polk
16366,ducktown,TN,Polk
16367,dunlap,TN,Sequatchie
16368,elora,TN,Lincoln
16369,englewood,TN,McMinn
16370,estill springs,TN,Franklin
16371,etowah,TN,McMinn
16372,evensville,TN,Rhea
16373,farner,TN,Polk
16374,fayetteville,TN,Lincoln
16375,flintville,TN,Lincoln
16376,georgetown,TN,Meigs
16377,grandview,TN,Rhea
16378,graysville,TN,Rhea
16379,gruetli laager,TN,Grundy
16380,guild,TN,Marion
16381,harrison,TN,Hamilton
16382,hillsboro,TN,Coffee
16383,hixson,TN,Hamilton
16384,huntland,TN,Franklin
16385,jasper,TN,Marion
16386,kelso,TN,Lincoln
16387,manchester,TN,Coffee
16388,lookout mountain,TN,Hamilton
16389,lupton city,TN,Hamilton
16390,lynchburg,TN,Moore
16391,mc donald,TN,Bradley
16392,madisonville,TN,Monroe
16394,monteagle,TN,Marion
16395,morrison,TN,Warren
16396,mulberry,TN,Lincoln
16397,normandy,TN,Bedford
16398,ocoee,TN,Polk
16399,old fort,TN,Polk
16400,ooltewah,TN,Hamilton
16402,palmer,TN,Grundy
16403,pelham,TN,Grundy
16404,pikeville,TN,Bledsoe
16405,reliance,TN,Polk
16406,riceville,TN,McMinn
16407,athens,TN,Mcminn
16408,sale creek,TN,Hamilton
16409,sequatchie,TN,Marion
16410,sewanee,TN,Franklin
16411,sherwood,TN,Franklin
16412,signal mountain,TN,Hamilton
16413,smartt,TN,Warren
16414,soddy daisy,TN,Hamilton
16415,south pittsburg,TN,Marion
16416,spring city,TN,Rhea
16417,summitville,TN,Coffee
16420,tellico plains,TN,Monroe
16421,tracy city,TN,Grundy
16422,tullahoma,TN,Coffee
16423,arnold afb,TN,Coffee
16424,turtletown,TN,Polk
16425,viola,TN,Warren
16426,whiteside,TN,Marion
16427,whitwell,TN,Marion
16428,winchester,TN,Franklin
16429,chattanooga,TN,Hamilton
16449,memphis,TN,Shelby
16451,johnson city,TN,Washington
16457,afton,TN,Greene
16458,blountville,TN,Sullivan
16459,bluff city,TN,Sullivan
16460,bristol,TN,Sullivan
16463,butler,TN,Johnson
16464,chuckey,TN,Greene
16465,church hill,TN,Hawkins
16466,elizabethton,TN,Carter
16468,mount carmel,TN,Hawkins
16469,erwin,TN,Unicoi
16470,fall branch,TN,Washington
16471,flag pond,TN,Unicoi
16472,hampton,TN,Carter
16473,jonesborough,TN,Washington
16474,kingsport,TN,Sullivan
16480,laurel bloomery,TN,Johnson
16481,limestone,TN,Washington
16482,milligan college,TN,Carter
16483,mountain city,TN,Johnson
16484,mountain home,TN,Washington
16485,piney flats,TN,Sullivan
16486,roan mountain,TN,Carter
16487,shady valley,TN,Johnson
16488,telford,TN,Washington
16489,trade,TN,Johnson
16490,unicoi,TN,Unicoi
16491,watauga,TN,Carter
16493,alcoa,TN,Blount
16494,andersonville,TN,Anderson
16495,arthur,TN,Claiborne
16496,bean station,TN,Grainger
16497,blaine,TN,Grainger
16498,briceville,TN,Anderson
16499,bulls gap,TN,Hawkins
16500,bybee,TN,Cocke
16501,caryville,TN,Campbell
16502,clairfield,TN,Claiborne
16503,clinton,TN,Anderson
16505,coalfield,TN,Morgan
16506,corryton,TN,Knox
16507,cosby,TN,Cocke
16508,crab orchard,TN,Cumberland
16509,cumberland gap,TN,Claiborne
16510,dandridge,TN,Jefferson
16511,deer lodge,TN,Morgan
16512,del rio,TN,Cocke
16513,duff,TN,Campbell
16514,eagan,TN,Claiborne
16515,eidson,TN,Hawkins
16516,elgin,TN,Scott
16517,rugby,TN,Morgan
16518,friendsville,TN,Blount
16519,gatlinburg,TN,Sevier
16520,greenback,TN,Loudon
16521,greeneville,TN,Greene
16524,harriman,TN,Roane
16525,harrogate,TN,Claiborne
16526,hartford,TN,Cocke
16527,heiskell,TN,Anderson
16528,helenwood,TN,Scott
16529,huntsville,TN,Scott
16530,jacksboro,TN,Campbell
16531,jefferson city,TN,Jefferson
16532,jellico,TN,Campbell
16533,kingston,TN,Roane
16534,kodak,TN,Sevier
16535,kyles ford,TN,Hancock
16536,la follette,TN,Campbell
16537,lake city,TN,Anderson
16538,lancing,TN,Morgan
16539,lenoir city,TN,Loudon
16541,lone mountain,TN,Claiborne
16542,loudon,TN,Loudon
16543,louisville,TN,Blount
16544,lowland,TN,Hamblen
16545,luttrell,TN,Union
16546,maryville,TN,Blount
16550,mascot,TN,Knox
16551,maynardville,TN,Union
16552,midway,TN,Greene
16553,mohawk,TN,Greene
16554,mooresburg,TN,Hawkins
16555,morristown,TN,Hamblen
16559,mosheim,TN,Greene
16560,newcomb,TN,Campbell
16561,new market,TN,Jefferson
16562,newport,TN,Cocke
16564,new tazewell,TN,Claiborne
16566,niota,TN,McMinn
16567,norris,TN,Anderson
16568,oakdale,TN,Morgan
16569,oak ridge,TN,Anderson
16571,oliver springs,TN,Morgan
16572,oneida,TN,Scott
16573,parrottsville,TN,Cocke
16574,petros,TN,Morgan
16575,philadelphia,TN,Loudon
16576,pioneer,TN,Campbell
16577,powder springs,TN,Grainger
16578,powell,TN,Knox
16579,pruden,TN,Claiborne
16580,robbins,TN,Scott
16581,rockford,TN,Blount
16582,rockwood,TN,Roane
16583,rogersville,TN,Hawkins
16584,russellville,TN,Hamblen
16585,rutledge,TN,Grainger
16586,sevierville,TN,Sevier
16587,pigeon forge,TN,Sevier
16589,seymour,TN,Sevier
16590,sharps chapel,TN,Union
16591,shawanee,TN,Claiborne
16593,sneedville,TN,Hancock
16594,speedwell,TN,Claiborne
16595,strawberry plains,TN,Jefferson
16596,sunbright,TN,Morgan
16597,surgoinsville,TN,Hawkins
16598,sweetwater,TN,Monroe
16600,talbott,TN,Hamblen
16601,tallassee,TN,Blount
16602,tazewell,TN,Claiborne
16603,ten mile,TN,Meigs
16604,thorn hill,TN,Grainger
16605,townsend,TN,Blount
16606,vonore,TN,Monroe
16607,walland,TN,Blount
16608,wartburg,TN,Morgan
16609,washburn,TN,Grainger
16610,white pine,TN,Jefferson
16611,whitesburg,TN,Hamblen
16612,winfield,TN,Scott
16613,knoxville,TN,Knox
16645,alamo,TN,Crockett
16646,arlington,TN,Shelby
16647,atoka,TN,Tipton
16648,bells,TN,Crockett
16649,bogota,TN,Dyer
16650,bolivar,TN,Hardeman
16651,braden,TN,Fayette
16652,brighton,TN,Tipton
16653,brownsville,TN,Haywood
16654,brunswick,TN,Shelby
16655,burlison,TN,Tipton
16656,cordova,TN,Shelby
16657,collierville,TN,Shelby
16659,covington,TN,Tipton
16660,crockett mills,TN,Crockett
16661,drummonds,TN,Tipton
16662,dyersburg,TN,Dyer
16665,eads,TN,Shelby
16666,ellendale,TN,Shelby
16667,finley,TN,Dyer
16668,friendship,TN,Crockett
16669,gallaway,TN,Fayette
16670,gates,TN,Lauderdale
16671,grand junction,TN,Hardeman
16672,halls,TN,Lauderdale
16673,henning,TN,Lauderdale
16674,hickory valley,TN,Hardeman
16675,hornsby,TN,Hardeman
16676,laconia,TN,Fayette
16677,la grange,TN,Fayette
16678,lenox,TN,Dyer
16679,macon,TN,Fayette
16680,mason,TN,Tipton
16681,maury city,TN,Crockett
16682,middleton,TN,Hardeman
16683,millington,TN,Shelby
16686,moscow,TN,Fayette
16687,munford,TN,Tipton
16688,newbern,TN,Dyer
16689,oakland,TN,Fayette
16690,pocahontas,TN,McNairy
16691,ripley,TN,Lauderdale
16692,rossville,TN,Fayette
16693,saulsbury,TN,Hardeman
16694,somerville,TN,Fayette
16695,stanton,TN,Haywood
16696,tigrett,TN,Dyer
16697,tipton,TN,Tipton
16698,whiteville,TN,Hardeman
16699,williston,TN,Fayette
16700,wynnburg,TN,Lake
16701,tiptonville,TN,Lake
16702,ridgely,TN,Lake
16738,germantown,TN,Shelby
16771,mc kenzie,TN,Carroll
16772,atwood,TN,Carroll
16773,big sandy,TN,Benton
16774,buchanan,TN,Henry
16775,como,TN,Henry
16776,cottage grove,TN,Henry
16777,dresden,TN,Weakley
16778,dukedom,TN,Weakley
16780,gleason,TN,Weakley
16781,greenfield,TN,Weakley
16782,henry,TN,Henry
16783,hornbeak,TN,Obion
16784,kenton,TN,Gibson
16785,mc lemoresville,TN,Carroll
16786,mansfield,TN,Henry
16787,martin,TN,Weakley
16789,obion,TN,Obion
16790,palmersville,TN,Weakley
16791,paris,TN,Henry
16792,puryear,TN,Henry
16793,rives,TN,Obion
16794,samburg,TN,Obion
16795,sharon,TN,Weakley
16796,springville,TN,Henry
16797,south fulton,TN,Obion
16798,trezevant,TN,Carroll
16799,trimble,TN,Dyer
16800,troy,TN,Obion
16801,union city,TN,Obion
16802,woodland mills,TN,Obion
16804,jackson,TN,Madison
16809,adamsville,TN,McNairy
16810,bath springs,TN,Decatur
16811,beech bluff,TN,Madison
16813,bethel springs,TN,McNairy
16814,bradford,TN,Gibson
16815,bruceton,TN,Carroll
16816,buena vista,TN,Carroll
16817,camden,TN,Benton
16818,cedar grove,TN,Carroll
16819,clarksburg,TN,Carroll
16820,counce,TN,Hardin
16821,crump,TN,Hardin
16822,darden,TN,Henderson
16823,decaturville,TN,Decatur
16824,dyer,TN,Gibson
16825,eaton,TN,Gibson
16826,enville,TN,Chester
16827,eva,TN,Benton
16828,finger,TN,McNairy
16829,fruitvale,TN,Crockett
16830,gadsden,TN,Crockett
16831,gibson,TN,Gibson
16832,guys,TN,McNairy
16833,henderson,TN,Chester
16834,holladay,TN,Benton
16835,hollow rock,TN,Carroll
16836,humboldt,TN,Gibson
16837,huntingdon,TN,Carroll
16838,huron,TN,Henderson
16839,idlewild,TN,Gibson
16840,jacks creek,TN,Chester
16841,lavinia,TN,Carroll
16842,lexington,TN,Henderson
16843,luray,TN,Chester
16844,medina,TN,Gibson
16845,medon,TN,Madison
16846,michie,TN,McNairy
16847,milan,TN,Gibson
16848,milledgeville,TN,McNairy
16849,morris chapel,TN,Hardin
16850,oakfield,TN,Madison
16851,parsons,TN,Decatur
16852,pickwick dam,TN,Hardin
16853,pinson,TN,Madison
16854,ramer,TN,McNairy
16855,reagan,TN,Henderson
16856,rutherford,TN,Gibson
16857,saltillo,TN,Hardin
16858,sardis,TN,Henderson
16859,savannah,TN,Hardin
16860,scotts hill,TN,Henderson
16861,selmer,TN,McNairy
16862,shiloh,TN,Hardin
16863,silerton,TN,Hardeman
16864,spring creek,TN,Madison
16865,stantonville,TN,McNairy
16866,sugar tree,TN,Decatur
16867,toone,TN,Hardeman
16868,trenton,TN,Gibson
16869,westport,TN,Carroll
16870,wildersville,TN,Henderson
16871,yorkville,TN,Gibson
16872,yuma,TN,Carroll
16873,denmark,TN,Madison
16874,mercer,TN,Madison
16875,chewalla,TN,McNairy
16876,columbia,TN,Maury
16878,clifton,TN,Wayne
16879,ardmore,TN,Giles
16880,collinwood,TN,Wayne
16881,culleoka,TN,Maury
16882,cypress inn,TN,Wayne
16883,dellrose,TN,Lincoln
16884,duck river,TN,Hickman
16885,elkton,TN,Giles
16886,ethridge,TN,Lawrence
16887,five points,TN,Lawrence
16888,frankewing,TN,Lincoln
16889,goodspring,TN,Giles
16890,hampshire,TN,Maury
16891,hohenwald,TN,Lewis
16892,iron city,TN,Wayne
16893,lawrenceburg,TN,Lawrence
16894,leoma,TN,Lawrence
16895,loretto,TN,Lawrence
16896,lutts,TN,Wayne
16897,lynnville,TN,Giles
16898,minor hill,TN,Giles
16899,mount pleasant,TN,Maury
16900,olivehill,TN,Hardin
16901,primm springs,TN,Hickman
16902,prospect,TN,Giles
16903,pulaski,TN,Giles
16904,saint joseph,TN,Lawrence
16905,santa fe,TN,Maury
16906,summertown,TN,Lawrence
16907,waynesboro,TN,Wayne
16908,westpoint,TN,Lawrence
16909,williamsport,TN,Maury
16910,taft,TN,Lincoln
16911,cookeville,TN,Putnam
16914,allardt,TN,Fentress
16917,allons,TN,Overton
16918,allred,TN,Overton
16919,alpine,TN,Overton
16920,baxter,TN,Putnam
16921,bloomington springs,TN,Jackson
16922,brush creek,TN,Smith
16923,buffalo valley,TN,Smith
16924,byrdstown,TN,Pickett
16925,campaign,TN,Warren
16926,celina,TN,Clay
16927,chestnut mound,TN,Smith
16928,clarkrange,TN,Fentress
16929,crawford,TN,Overton
16930,crossville,TN,Cumberland
16931,jamestown,TN,Fentress
16934,doyle,TN,White
16935,elmwood,TN,Smith
16936,gainesboro,TN,Jackson
16937,gordonsville,TN,Smith
16938,granville,TN,Jackson
16939,grimsley,TN,Fentress
16940,hickman,TN,Smith
16941,hilham,TN,Overton
16942,lancaster,TN,Smith
16943,livingston,TN,Overton
16946,monroe,TN,Overton
16947,monterey,TN,Putnam
16948,moss,TN,Clay
16949,pall mall,TN,Pickett
16950,pleasant hill,TN,Cumberland
16951,quebeck,TN,White
16952,rickman,TN,Overton
16953,rock island,TN,Warren
16954,silver point,TN,Putnam
16955,sparta,TN,White
16956,spencer,TN,Van
16957,walling,TN,White
16958,whitleyville,TN,Jackson
16959,wilder,TN,Fentress
16960,abbeville,MS,Lafayette
16961,arkabutla,MS,Tate
16962,ashland,MS,Benton
16963,batesville,MS,Panola
16964,belen,MS,Quitman
16965,blue mountain,MS,Tippah
16966,byhalia,MS,Marshall
16967,clarksdale,MS,Coahoma
16968,coahoma,MS,Coahoma
16969,coldwater,MS,Tate
16970,como,MS,Panola
16971,courtland,MS,Panola
16972,crenshaw,MS,Panola
16973,crowder,MS,Panola
16974,darling,MS,Quitman
16975,dumas,MS,Tippah
16976,dundee,MS,Tunica
16977,etta,MS,Union
16978,falcon,MS,Quitman
16979,falkner,MS,Tippah
16980,farrell,MS,Coahoma
16981,friars point,MS,Coahoma
16982,hernando,MS,DeSoto
16983,hickory flat,MS,Benton
16984,holly springs,MS,Marshall
16986,horn lake,MS,DeSoto
16987,independence,MS,Tate
16988,jonestown,MS,Coahoma
16989,lake cormorant,MS,DeSoto
16990,lamar,MS,Benton
16991,lambert,MS,Quitman
16992,lula,MS,Coahoma
16993,lyon,MS,Coahoma
16994,marks,MS,Quitman
16995,michigan city,MS,Benton
16996,mount pleasant,MS,Marshall
16997,myrtle,MS,Union
16998,nesbit,MS,DeSoto
16999,new albany,MS,Union
17000,olive branch,MS,DeSoto
17001,oxford,MS,Lafayette
17002,pope,MS,Panola
17003,potts camp,MS,Marshall
17004,red banks,MS,Marshall
17005,ripley,MS,Tippah
17006,robinsonville,MS,Tunica
17007,sarah,MS,Tate
17008,sardis,MS,Panola
17009,senatobia,MS,Tate
17010,sherard,MS,Coahoma
17011,sledge,MS,Quitman
17012,southaven,MS,DeSoto
17014,taylor,MS,Lafayette
17015,tiplersville,MS,Tippah
17016,tula,MS,Lafayette
17017,tunica,MS,Tunica
17018,university,MS,Lafayette
17019,victoria,MS,Marshall
17020,walls,MS,DeSoto
17021,walnut,MS,Tippah
17022,waterford,MS,Marshall
17023,walls,MS,Desoto
17024,greenville,MS,Washington
17028,alligator,MS,Bolivar
17029,anguilla,MS,Sharkey
17030,arcola,MS,Washington
17031,avon,MS,Washington
17032,benoit,MS,Bolivar
17033,beulah,MS,Bolivar
17034,boyle,MS,Bolivar
17035,chatham,MS,Washington
17036,cleveland,MS,Bolivar
17038,doddsville,MS,Sunflower
17039,drew,MS,Sunflower
17040,parchman,MS,Sunflower
17041,dublin,MS,Coahoma
17042,duncan,MS,Bolivar
17043,glen allan,MS,Washington
17044,grace,MS,Issaquena
17045,gunnison,MS,Bolivar
17046,hollandale,MS,Washington
17047,holly ridge,MS,Sunflower
17048,indianola,MS,Sunflower
17049,inverness,MS,Sunflower
17050,isola,MS,Humphreys
17051,leland,MS,Washington
17052,merigold,MS,Bolivar
17053,metcalfe,MS,Washington
17054,moorhead,MS,Sunflower
17055,mound bayou,MS,Bolivar
17056,pace,MS,Bolivar
17057,panther burn,MS,Sharkey
17058,rena lara,MS,Coahoma
17059,rome,MS,Sunflower
17060,rosedale,MS,Bolivar
17061,ruleville,MS,Sunflower
17062,scott,MS,Bolivar
17063,shaw,MS,Bolivar
17064,shelby,MS,Bolivar
17065,stoneville,MS,Washington
17066,sunflower,MS,Sunflower
17067,wayside,MS,Washington
17068,winstonville,MS,Bolivar
17069,winterville,MS,Washington
17070,tupelo,MS,Lee
17074,algoma,MS,Pontotoc
17075,amory,MS,Monroe
17076,baldwyn,MS,Prentiss
17077,becker,MS,Monroe
17078,belden,MS,Lee
17079,belmont,MS,Tishomingo
17080,blue springs,MS,Union
17081,booneville,MS,Prentiss
17082,burnsville,MS,Tishomingo
17083,corinth,MS,Alcorn
17085,dennis,MS,Tishomingo
17086,derma,MS,Calhoun
17087,ecru,MS,Pontotoc
17088,fulton,MS,Itawamba
17089,gattman,MS,Monroe
17090,glen,MS,Alcorn
17091,golden,MS,Itawamba
17092,greenwood springs,MS,Monroe
17093,guntown,MS,Lee
17094,houlka,MS,Chickasaw
17095,houston,MS,Chickasaw
17096,iuka,MS,Tishomingo
17097,mantachie,MS,Itawamba
17098,marietta,MS,Prentiss
17099,mooreville,MS,Lee
17100,nettleton,MS,Monroe
17101,new site,MS,Prentiss
17102,okolona,MS,Chickasaw
17103,plantersville,MS,Lee
17104,pontotoc,MS,Pontotoc
17105,randolph,MS,Pontotoc
17106,rienzi,MS,Alcorn
17107,saltillo,MS,Lee
17108,shannon,MS,Lee
17109,sherman,MS,Pontotoc
17110,smithville,MS,Monroe
17111,thaxton,MS,Pontotoc
17112,tishomingo,MS,Tishomingo
17113,toccopola,MS,Pontotoc
17114,trebloc,MS,Chickasaw
17115,tremont,MS,Itawamba
17116,van vleet,MS,Chickasaw
17117,vardaman,MS,Calhoun
17118,verona,MS,Lee
17119,wheeler,MS,Prentiss
17120,grenada,MS,Grenada
17122,banner,MS,Calhoun
17123,big creek,MS,Calhoun
17124,bruce,MS,Calhoun
17125,calhoun city,MS,Calhoun
17126,carrollton,MS,Carroll
17127,cascilla,MS,Tallahatchie
17128,charleston,MS,Tallahatchie
17129,coffeeville,MS,Yalobusha
17130,coila,MS,Carroll
17131,cruger,MS,Holmes
17132,duck hill,MS,Montgomery
17133,elliott,MS,Grenada
17134,enid,MS,Tallahatchie
17135,glendora,MS,Tallahatchie
17136,gore springs,MS,Grenada
17137,greenwood,MS,Leflore
17139,holcomb,MS,Grenada
17140,itta bena,MS,Leflore
17141,mc carley,MS,Carroll
17142,minter city,MS,Leflore
17143,money,MS,Leflore
17144,morgan city,MS,Leflore
17145,north carrollton,MS,Carroll
17146,oakland,MS,Yalobusha
17147,paris,MS,Lafayette
17148,philipp,MS,Tallahatchie
17149,pittsboro,MS,Calhoun
17150,schlater,MS,Leflore
17151,scobey,MS,Yalobusha
17152,sidon,MS,Leflore
17153,slate spring,MS,Webster
17154,sumner,MS,Tallahatchie
17155,swan lake,MS,Tallahatchie
17156,swiftown,MS,Leflore
17157,tie plant,MS,Grenada
17158,tillatoba,MS,Yalobusha
17159,tippo,MS,Tallahatchie
17160,tutwiler,MS,Tallahatchie
17161,vance,MS,Quitman
17162,water valley,MS,Yalobusha
17163,webb,MS,Tallahatchie
17164,winona,MS,Montgomery
17165,belzoni,MS,Humphreys
17166,benton,MS,Yazoo
17167,bentonia,MS,Yazoo
17168,bolton,MS,Hinds
17169,brandon,MS,Rankin
17171,braxton,MS,Simpson
17172,camden,MS,Madison
17173,canton,MS,Madison
17175,carthage,MS,Leake
17176,cary,MS,Sharkey
17177,clinton,MS,Hinds
17178,conehatta,MS,Newton
17180,crystal springs,MS,Copiah
17182,delta city,MS,Sharkey
17183,d lo,MS,Simpson
17184,durant,MS,Holmes
17185,edwards,MS,Hinds
17186,ethel,MS,Attala
17187,fayette,MS,Jefferson
17188,flora,MS,Madison
17189,pocahontas,MS,Hinds
17190,florence,MS,Rankin
17191,forest,MS,Scott
17192,gallman,MS,Copiah
17193,georgetown,MS,Copiah
17194,goodman,MS,Holmes
17195,harperville,MS,Scott
17196,harriston,MS,Jefferson
17197,harrisville,MS,Simpson
17198,hazlehurst,MS,Copiah
17199,hermanville,MS,Claiborne
17200,hillsboro,MS,Scott
17201,holly bluff,MS,Yazoo
17202,kosciusko,MS,Attala
17203,lake,MS,Scott
17204,lena,MS,Scott
17205,lexington,MS,Holmes
17206,lorman,MS,Jefferson
17207,louise,MS,Humphreys
17208,ludlow,MS,Scott
17209,mc adams,MS,Attala
17210,mc cool,MS,Attala
17211,madden,MS,Leake
17212,madison,MS,Madison
17213,magee,MS,Simpson
17214,mayersville,MS,Issaquena
17215,mendenhall,MS,Simpson
17216,midnight,MS,Humphreys
17217,mize,MS,Smith
17218,morton,MS,Scott
17219,mount olive,MS,Covington
17220,natchez,MS,Adams
17224,newhebron,MS,Lawrence
17225,pattison,MS,Claiborne
17226,pelahatchie,MS,Rankin
17227,pickens,MS,Holmes
17228,piney woods,MS,Rankin
17229,pinola,MS,Simpson
17230,port gibson,MS,Claiborne
17231,puckett,MS,Rankin
17232,pulaski,MS,Scott
17233,raleigh,MS,Smith
17234,raymond,MS,Hinds
17235,redwood,MS,Warren
17236,ridgeland,MS,Madison
17238,rolling fork,MS,Sharkey
17239,sallis,MS,Attala
17240,sandhill,MS,Rankin
17241,satartia,MS,Yazoo
17242,sharon,MS,Madison
17243,sibley,MS,Adams
17244,silver city,MS,Humphreys
17245,star,MS,Rankin
17246,taylorsville,MS,Smith
17247,tchula,MS,Holmes
17248,terry,MS,Hinds
17249,thomastown,MS,Leake
17250,tinsley,MS,Yazoo
17252,utica,MS,Hinds
17253,vaiden,MS,Carroll
17254,valley park,MS,Issaquena
17255,vaughan,MS,Yazoo
17256,vicksburg,MS,Warren
17260,walnut grove,MS,Leake
17261,washington,MS,Adams
17262,wesson,MS,Copiah
17263,west,MS,Holmes
17264,whitfield,MS,Rankin
17265,yazoo city,MS,Yazoo
17266,jackson,MS,Hinds
17273,pearl,MS,Rankin
17282,richland,MS,Rankin
17284,flowood,MS,Rankin
17290,byram,MS,Hinds
17299,meridian,MS,Lauderdale
17306,bailey,MS,Lauderdale
17307,buckatunna,MS,Wayne
17308,chunky,MS,Newton
17309,clara,MS,Wayne
17310,collinsville,MS,Lauderdale
17311,daleville,MS,Lauderdale
17312,decatur,MS,Newton
17313,de kalb,MS,Kemper
17314,enterprise,MS,Clarke
17315,hickory,MS,Newton
17316,lauderdale,MS,Lauderdale
17317,lawrence,MS,Newton
17318,little rock,MS,Newton
17319,louin,MS,Jasper
17320,louisville,MS,Winston
17321,macon,MS,Noxubee
17322,marion,MS,Lauderdale
17323,newton,MS,Newton
17324,noxapater,MS,Winston
17325,pachuta,MS,Clarke
17326,paulding,MS,Jasper
17327,philadelphia,MS,Neshoba
17328,porterville,MS,Kemper
17329,preston,MS,Kemper
17330,quitman,MS,Clarke
17331,rose hill,MS,Jasper
17332,scooba,MS,Kemper
17333,sebastopol,MS,Scott
17334,shubuta,MS,Clarke
17335,shuqualak,MS,Noxubee
17336,state line,MS,Greene
17337,stonewall,MS,Clarke
17338,toomsuba,MS,Lauderdale
17339,union,MS,Newton
17340,vossburg,MS,Jasper
17341,waynesboro,MS,Wayne
17342,hattiesburg,MS,Forrest
17343,hattiesburg,MS,Lamar
17348,bassfield,MS,Jefferson
17349,bay springs,MS,Jasper
17350,beaumont,MS,Perry
17351,brooklyn,MS,Forrest
17352,carriere,MS,Pearl
17353,carson,MS,Jefferson
17354,collins,MS,Covington
17355,columbia,MS,Marion
17356,eastabuchie,MS,Jones
17357,ellisville,MS,Jones
17358,heidelberg,MS,Jasper
17359,laurel,MS,Jones
17363,leakesville,MS,Greene
17364,lucedale,MS,George
