,year,make,mileage,dealer_rating,days_listed,price,market_price,city,state
408,2006,Hyundai,114079,3.5,505,3995,6309,Sussex,NJ
409,2007,Toyota,73000,5.0,55,6000,7877,Middletown,NY
410,2016,Jeep,7645,3.5,69,16223,18894,Schenectady,NY
411,2010,Audi,161195,5.0,8,6995,9672,Saratoga Springs,NY
412,2012,Ford,34731,5.0,2,15995,18506,Cortland,NY
413,2013,Nissan,35168,4.5,14,9988,12205,East Syracuse,NY
414,2013,GMC,84837,4.0,1,20995,23958,Ballston Spa,NY
415,2013,Kia,21782,4.0,3,8997,11072,Binghamton,NY
416,2014,Nissan,6298,3.5,104,12999,15836,Ithaca,NY
417,2012,Ford,52000,4.5,111,9975,12212,Sidney,NY
418,2016,Chevrolet,14415,5.0,92,26780,30518,Scranton,PA
419,2003,Audi,94175,4.0,10,3995,6001,Albany,NY
420,2011,Chevrolet,87700,4.5,1,25995,29883,Oneida,NY
421,2008,Jeep,91264,3.5,9,9295,11667,Mahopac,NY
422,2007,Honda,121490,4.0,77,8999,11222,Clinton,NY
423,2015,Kia,14881,5.0,76,14450,16864,Vestal,NY
424,2008,Jeep,143950,4.5,1,6495,8783,Endicott,NY
425,2009,Honda,112068,5.0,3,9544,11404,East Stroudsburg,PA
426,2014,BMW,62742,4.5,62,27500,31423,Glenmont,NY
427,2007,Nissan,96705,4.0,1,10899,14063,Wappingers Falls,NY
428,2011,Jeep,46851,4.0,105,17998,20709,Kingston,NY
429,2013,Chevrolet,23109,3.5,86,20806,23782,Amsterdam,NY
430,2016,Chevrolet,5851,4.5,8,24995,28628,Scranton,PA
431,2011,Dodge,63000,5.0,256,19995,22847,Cortland,NY
432,2006,Hyundai,113000,5.0,14,4995,7211,Central Square,NY
433,2010,Honda,55297,4.5,101,10995,13425,Syracuse,NY
434,2008,Chrysler,100199,4.0,85,4595,7149,Cicero,NY
435,2009,Kia,66114,4.5,107,7995,10245,Troy,NY
436,2011,Nissan,81000,5.0,5,11000,13269,Whitney Point,NY
437,2015,Chevrolet,30329,4.0,534,45199,49465,Kingston,NY
438,2004,Mercedes-Benz,60288,5.0,19,20000,24211,New Windsor,NY
439,2012,Ford,48988,3.5,126,8991,11341,Moosic,PA
440,2015,Chrysler,6962,4.5,188,18990,22774,Tunkhannock,PA
441,2012,GMC,70674,4.5,58,24499,27405,STROUDSBURG,PA
442,2013,Dodge,7633,5.0,34,13300,15559,Vestal,NY
443,2013,Chevrolet,18805,3.5,70,12888,15420,Binghamton,NY
444,2008,Dodge,57000,5.0,22,9000,11758,Ringwood,NJ
445,2009,Ford,111626,5.0,24,9995,12202,Hoosick Falls,NY
446,2013,Mazda,20952,4.5,18,10995,12778,Syracuse,NY
447,2011,Infiniti,77488,4.0,55,12995,14962,Walden,NY
448,2013,Dodge,27018,5.0,32,10990,13169,Elbridge,NY
449,2012,Ford,90000,5.0,26,5800,8016,Richford,NY
450,2008,Toyota,134542,4.0,30,16497,19927,Binghamton,NY
451,2009,Chevrolet,92557,3.0,12,14588,18272,Westmoreland,NY
452,2012,Chevrolet,125860,4.0,62,13995,19637,Catskill,NY
453,2013,Ford,121170,4.5,49,18999,21976,Ellenville,NY
454,2015,Ford,11094,5.0,45,20500,23318,Vestal,NY
455,2005,GMC,114910,4.5,58,16999,22013,Towanda,PA
456,2013,Chevrolet,60460,4.5,76,20262,22697,Rome,NY
457,2014,Chevrolet,32566,4.5,149,29891,33413,Schenectady,NY
458,2012,Honda,93400,4.5,38,9975,11853,Sidney,NY
459,2012,Ford,90340,3.5,7,8795,11272,Bridgeport,NY
460,2014,Acura,26074,4.0,17,27890,31391,Wappingers Falls,NY
461,2016,Toyota,4347,4.5,29,29995,32454,East Syracuse,NY
462,2013,Chevrolet,56160,4.5,92,14995,17107,Scranton,PA
463,2014,Cadillac,5209,4.5,17,27440,32954,Latham,NY
464,2015,Subaru,18540,5.0,6,21995,24396,Schenectady,NY
465,2013,Honda,41652,5.0,86,15900,17672,Syracuse,NY
466,2013,Dodge,30400,4.5,91,10975,13029,Sidney,NY
467,2013,Ford,41615,3.5,79,24000,27213,Latham,NY
468,2014,Chevrolet,81910,5.0,1,29995,34423,Albany,NY
469,2015,Volkswagen,11329,4.0,80,14999,17709,Ithaca,NY
470,2012,Kia,44579,3.0,9,11995,14488,Elmira,NY
471,2013,Volkswagen,29385,4.0,157,16500,18600,Cohoes,NY
472,2015,Chevrolet,29542,5.0,87,13669,16276,Vestal,NY
473,2010,Chevrolet,149502,3.0,31,5995,8464,Scranton,PA
474,2003,Chevrolet,140000,4.0,58,3499,5479,Scranton,PA
475,2012,Audi,60231,5.0,88,21584,24739,Middletown,NY
476,2013,Volkswagen,72516,4.5,54,9950,11904,Cortland,NY
477,2014,Jeep,39011,4.5,46,25995,28678,East Syracuse,NY
478,2012,Acura,58000,5.0,4,15800,18252,Albany,NY
479,2015,Chevrolet,13161,5.0,69,23314,28313,Rhinebeck,NY
480,2015,Chevrolet,30492,5.0,1,24990,27450,CICERO,NY
481,2014,Chevrolet,66054,3.5,101,18994,21795,NEWBURGH,NY
482,2013,Scion,16000,4.5,52,17900,20162,Apalachin,NY
483,2013,Chevrolet,23352,4.0,44,16250,18416,Albany,NY
484,2015,Lincoln,20759,5.0,139,27995,32403,New Lebanon,NY
485,2013,GMC,57537,4.0,55,35859,39353,Lake Katrine,NY
486,2013,Nissan,12286,3.5,23,16990,19361,Wilkes Barre,PA
487,2008,Dodge,51991,4.0,28,5995,8203,Norwich,NY
488,2006,BMW,62225,5.0,17,13500,17561,Middletown,NY
489,2015,Kia,17300,4.5,356,12975,15113,Sidney,NY
490,2008,Jeep,126640,5.0,56,7995,10222,Montour Falls,NY
491,2016,Chevrolet,6565,4.5,9,24995,28512,Scranton,PA
492,2010,Jeep,108226,5.0,120,6995,9130,Hoosick Falls,NY
493,2013,Jeep,18251,4.5,85,14800,16648,Clifton Park,NY
494,2007,Lexus,160283,4.0,156,7000,9453,Latham,NY
495,2011,Scion,36100,4.5,531,8775,10893,Sidney,NY
496,2013,Volkswagen,46000,3.5,6,9900,12120,Camillus,NY
497,2015,Mazda,24459,4.5,52,23000,25069,Poughkeepsie,NY
498,2015,Kia,31883,4.0,49,17550,20299,Kingston,NY
499,2008,Chevrolet,45224,4.0,4,9999,12555,Ithaca,NY
500,2014,Chevrolet,31325,5.0,44,15988,18276,Fulton,NY
501,2014,BMW,12346,4.5,1,27999,30920,Endicott,NY
502,2012,BMW,29754,3.5,107,25991,30104,Kingston,PA
503,2011,Hyundai,75081,4.5,115,9995,12078,East Syracuse,NY
504,2015,Honda,8575,4.0,149,17395,19461,Albany,NY
505,2010,Lincoln,67000,4.5,83,11400,13504,Rome,NY
506,2008,Chevrolet,92424,5.0,15,14994,18873,Rhinebeck,NY
507,2007,GMC,123865,5.0,45,8999,11249,Troy,NY
508,2012,Dodge,40352,5.0,32,13990,16334,Elbridge,NY
509,2013,Chevrolet,80655,4.0,105,12350,14435,Kingston,NY
510,2009,Honda,123460,5.0,1,8921,10694,East Stroudsburg,PA
511,2013,Ford,18539,5.0,140,24995,30276,Sayre,PA
512,2014,Honda,50804,4.0,92,15498,17647,Latham,NY
513,2013,Kia,98613,4.0,51,8299,10224,Wappingers Falls,NY
514,2006,Hyundai,117226,3.0,17,3995,5891,Scranton,PA
515,2015,Ford,33367,3.5,172,25999,29327,Ithaca,NY
516,2009,Nissan,108853,5.0,17,4551,6389,East Stroudsburg,PA
517,2013,Toyota,9597,5.0,23,15992,18746,Kingston,NY
518,2013,Mercedes-Benz,33000,5.0,446,20500,23217,Old Forge,PA
519,2015,Hyundai,15700,4.5,78,18975,22286,Sidney,NY
520,2011,BMW,60911,4.5,45,20980,24557,Glenmont,NY
521,2014,Mitsubishi,23376,4.5,4,14888,16794,East Syracuse,NY
522,2007,Ford,128532,4.5,21,9850,12244,Westmoreland,NY
523,2005,Dodge,100618,4.0,3,10995,13643,Middletown,NY
524,2013,Honda,96572,4.5,78,20999,23652,Monroe,NY
525,2010,Ford,118268,4.0,86,6995,9274,Branchville,NJ
526,2006,Hummer,103000,5.0,172,10999,13567,Schenectady,NY
527,2008,Ford,94457,5.0,77,6495,8494,Poughkeepsie,NY
528,2012,Jeep,53535,4.0,30,13500,15929,Poughkeepsie,NY
529,2009,Hyundai,100215,4.5,10,8995,11253,Baldwinsville,NY
530,2005,Pontiac,130522,4.5,45,3995,5837,Scott Township,PA
531,2012,Ford,64804,4.0,130,25834,29365,Lake Katrine,NY
532,2005,Pontiac,101281,4.0,9,4995,7007,Troy,NY
533,2016,BMW,14567,4.5,49,30700,34777,Latham,NY
534,2015,Dodge,9448,4.5,57,29995,33200,Cortland,NY
535,2013,BMW,44628,4.5,56,20980,23996,Glenmont,NY
536,2012,Kia,95075,4.0,199,4999,7288,Albany,NY
537,2005,Chevrolet,104615,4.0,7,3990,6447,Lake Hopatcong,NJ
538,2008,Pontiac,129688,5.0,25,6475,8279,Tunkhannock,PA
539,2010,Chevrolet,107765,4.5,38,17875,20896,Newton,NJ
540,2011,Honda,95303,3.5,92,15999,18431,Newton,NJ
541,2009,Honda,63404,3.5,28,7995,10155,Glenville,NY
542,2009,Ford,129850,5.0,200,4495,6863,Schenectady,NY
543,2011,Jeep,23684,4.5,51,9500,11863,Fort Montgomery,NY
544,2006,Infiniti,75553,4.0,163,9995,12417,Horseheads,NY
545,2014,GMC,42725,4.0,109,26995,29863,Saugerties,NY
546,2005,Jeep,73056,4.0,28,12995,15504,Branchville,NJ
547,2009,BMW,80650,4.5,208,12995,15494,Kingston,NY
548,2008,Kia,95000,5.0,1,4999,7131,Poughkeepsie,NY
549,2012,GMC,72768,4.5,58,18400,21031,Rome,NY
550,2014,Ford,21306,4.5,50,35990,43125,Exeter,PA
551,2013,Subaru,81379,4.0,71,14495,16633,Saratoga Springs,NY
552,2009,Honda,56200,5.0,2,11500,13346,Groton,NY
553,2013,BMW,43100,5.0,121,26894,30413,Newton,NJ
554,2008,Ford,70980,5.0,30,6450,8393,Cortland,NY
555,2013,Kia,36637,4.0,317,8888,10880,Newton,NJ
556,2006,Chevrolet,107618,4.0,98,11740,14979,Cicero,NY
557,2012,Dodge,100530,4.0,2,8995,11553,Albany,NY
558,2008,Honda,90780,3.5,21,9995,12073,Yorkville,NY
559,2013,Chevrolet,24918,3.0,112,14555,16893,Saratoga Springs,NY
560,2010,Audi,72828,4.5,63,12995,15198,East Syracuse,NY
561,2014,BMW,49517,4.5,77,33980,39068,Glenmont,NY
562,2013,Kia,19925,4.5,189,14680,16892,Exeter,PA
563,2007,BMW,133283,3.0,217,5995,8275,Poughkeepsie,NY
564,2008,Honda,100450,5.0,36,5995,7863,Schenectady,NY
565,2010,Ford,105378,4.0,205,7995,10302,Albany,NY
566,2004,Mercedes-Benz,120000,5.0,31,4500,6485,Baldwin Place,NY
567,2010,BMW,44289,4.0,44,13995,16347,Branchville,NJ
568,2005,Chevrolet,75952,5.0,214,12495,15667,Schenectady,NY
569,2013,BMW,18129,4.5,16,34880,38574,Latham,NY
570,2013,Chevrolet,24742,4.0,38,26995,30652,Port Jervis,NY
571,2008,Ford,100115,5.0,69,8995,11874,Kingston,NY
572,2004,Ford,119914,4.0,8,7349,9622,Stroudsburg,PA
573,2005,Honda,148867,5.0,18,3600,5503,Washingtonville,NY
574,2011,Chevrolet,100313,4.0,43,10996,13108,Pittsfield,MA
575,2013,Kia,51831,4.0,31,14990,17793,Lake Hopatcong,NJ
576,2010,Chevrolet,76030,4.5,147,20495,23128,New Windsor,NY
577,2006,Nissan,160000,4.0,55,4999,7404,Scranton,PA
578,2014,GMC,48964,4.0,45,32409,35337,Lake Katrine,NY
579,2015,Chrysler,33661,4.0,288,18995,21456,Dickson City,PA
580,2008,Saturn,93000,4.5,42,6995,8665,Scott Township,PA
581,2008,Suzuki,129897,5.0,166,4500,6629,East Stroudsburg,PA
582,2009,Pontiac,34591,2.0,262,7495,9907,Little Falls,NY
583,2013,Chevrolet,33000,5.0,102,11995,13717,Binghamton,NY
584,2014,Mercedes-Benz,20866,4.0,50,36000,39916,Albany,NY
585,2014,Kia,36027,4.5,60,18990,21362,East Syracuse,NY
586,2005,Subaru,100349,4.0,30,4995,7079,Troy,NY
587,2011,Jeep,95540,4.0,73,19000,22450,Latham,NY
588,2011,Subaru,124888,5.0,85,11400,13621,Oneonta,NY
589,2013,Chevrolet,28033,4.5,10,10655,12350,Endicott,NY
590,2013,Toyota,30966,4.0,70,12997,14808,Binghamton,NY
591,2013,Hyundai,37562,5.0,36,8995,10642,Herkimer,NY
592,2013,Ram,137913,4.5,43,13995,16933,Scranton,PA
593,2016,Ford,2084,5.0,4,37901,46865,Clifton Park,NY
594,2014,BMW,43861,4.5,16,32440,35980,Latham,NY
595,2014,Chevrolet,30232,5.0,38,13849,15766,Utica,NY
596,2006,Mitsubishi,107200,4.5,8,4295,6369,Endicott,NY
597,2013,Chevrolet,30542,4.5,77,12999,14780,Sidney,NY
598,2016,Dodge,30878,2.0,14,16990,19972,CICERO,NY
599,2011,Honda,96341,5.0,103,8795,10841,Albany,NY
600,2007,Hyundai,81827,4.5,18,6995,9181,Endicott,NY
601,2011,Chevrolet,75665,5.0,1,5500,7819,Middletown,NY
602,2013,Nissan,39537,4.5,61,10870,13086,Yorktown Heights,NY
603,2013,Chevrolet,12260,5.0,76,11999,13787,Vestal,NY
604,2013,Chevrolet,24771,5.0,54,17689,19742,Vestal,NY
605,2009,Honda,96365,5.0,157,6999,8672,Lee,MA
606,2013,Chevrolet,66266,4.0,91,16998,19135,Latham,NY
607,2012,Chrysler,52506,4.5,46,9656,11817,Pittston,PA
608,2011,Honda,57290,5.0,67,13999,15710,Utica,NY
609,2010,Ford,61788,5.0,2,10499,12875,Hortonville,NY
610,2013,Toyota,15416,5.0,56,14498,16435,Kingston,NY
611,2006,Honda,119000,5.0,16,4800,6766,Schenectady,NY
612,2013,Toyota,30594,4.5,16,16995,18844,East Syracuse,NY
613,2015,Subaru,21137,5.0,169,21000,22904,Oneonta,NY
614,2014,Mercedes-Benz,45864,4.0,55,25888,29362,Albany,NY
615,2013,Mazda,29484,3.5,23,13800,15724,Poughkeepsie,NY
616,2005,Nissan,86262,5.0,21,9990,12025,Cohoes,NY
617,2011,Hyundai,45266,4.5,59,8895,10947,Peekskill,NY
618,2014,Ram,30947,3.5,85,38999,45954,Ithaca,NY
619,2008,Honda,91592,5.0,17,8995,10863,Taylor,PA
620,2006,Chevrolet,81271,5.0,30,6995,9248,Cortland,NY
621,2015,Ford,31351,5.0,44,11495,13376,Sayre,PA
622,2009,Chevrolet,112000,5.0,78,6900,8962,Binghamton,NY
623,2005,GMC,157873,4.5,102,16900,20852,Westmoreland,NY
624,2012,Honda,74163,5.0,8,9900,11713,Endicott,NY
625,2005,Toyota,126000,4.0,8,4995,7275,Poughkeepsie,NY
626,2011,Chevrolet,88207,4.5,170,7295,8975,Liverpool,NY
627,2015,BMW,7457,3.5,306,52588,58885,Newton,NJ
628,2006,Honda,140000,4.5,62,5000,6740,Rome,NY
629,2008,BMW,99558,4.5,91,10995,13096,East Syracuse,NY
630,2015,Ford,31536,5.0,46,11495,13367,Sayre,PA
631,2014,Ford,25027,5.0,17,10995,12866,Sayre,PA
632,2005,Ford,178000,3.5,79,5995,9595,Scranton,PA
633,2008,Subaru,129000,5.0,31,4999,6939,Baldwin Place,NY
634,2006,Chevrolet,173000,5.0,59,14900,17742,Binghamton,NY
635,2014,Lincoln,12353,5.0,7,23900,27011,Bartonsville,PA
636,2014,Honda,36744,4.0,67,19995,22136,Albany,NY
637,2011,Chevrolet,52900,4.5,125,4975,6956,Sidney,NY
638,2012,Chevrolet,50000,5.0,120,7995,9737,Binghamton,NY
639,2012,Volkswagen,65362,3.5,1,9995,12156,Scranton,PA
640,2014,BMW,31862,4.5,10,50980,57287,Glenmont,NY
641,2011,Chevrolet,92920,4.5,14,12995,15319,East Syracuse,NY
642,2013,BMW,33785,4.5,37,28100,31294,Glenmont,NY
643,2009,Kia,86000,3.5,66,4200,6272,Swoyersville,PA
644,2013,Toyota,42586,4.0,70,12497,14272,Binghamton,NY
645,2012,Cadillac,78564,4.5,297,19995,22552,Newton,NJ
646,2011,Ford,74331,4.0,119,10888,12968,Dickson City,PA
647,2008,Jeep,99000,5.0,8,11799,13877,Central Square,NY
648,2013,Nissan,45864,4.5,61,17443,20008,Yorktown Heights,NY
649,2011,Infiniti,111500,5.0,18,12950,15946,Mahopac,NY
650,2014,Mercedes-Benz,16787,5.0,105,34865,38546,Wappingers Falls,NY
651,2011,Chevrolet,88065,3.0,59,12995,15745,Auburn,NY
652,2013,Audi,35265,4.5,64,22800,24970,Barneveld,NY
653,2012,Chevrolet,62857,4.5,36,10996,12861,Schenectady,NY
654,2012,Hyundai,50428,4.0,240,9988,12062,Shavertown,PA
655,2007,Ford,89756,5.0,13,7500,9472,Moravia,NY
656,2012,Chevrolet,33267,4.5,1,10900,12718,Troy,NY
657,2013,Ford,73948,4.5,14,9500,11664,Poughkeepsie,NY
658,2014,Ford,69706,4.5,179,10995,13170,Scranton,PA
659,2013,Subaru,36465,3.5,121,18496,20788,Schenectady,NY
660,2007,Dodge,118301,5.0,226,5995,7985,Albany,NY
661,2014,Subaru,30149,5.0,6,18995,20878,Schenectady,NY
662,2005,Dodge,120000,5.0,75,10200,13115,Chittenango,NY
663,2010,GMC,91088,3.5,102,12999,15304,Ithaca,NY
664,2009,Toyota,90660,5.0,38,7950,9664,Binghamton,NY
665,2015,Nissan,22409,4.5,232,8977,11081,Albany,NY
666,2015,Jeep,30941,4.5,83,14800,16767,Clifton Park,NY
667,2014,Buick,45107,5.0,127,26996,29729,MOOSIC,PA
668,2015,Subaru,52433,5.0,73,20990,23006,Greenwich,NY
669,2013,Kia,72585,4.5,24,11865,13645,Syracuse,NY
670,2014,Nissan,31837,3.5,191,11999,14572,Ithaca,NY
671,2011,Subaru,170065,4.0,17,5995,7888,Branchville,NJ
672,2006,Chrysler,84096,4.0,15,6899,9365,Kingston,NY
673,2013,BMW,21274,3.5,59,26501,30122,Kingston,PA
674,2006,Chevrolet,137492,5.0,28,9900,12645,Wysox,PA
675,2013,Chevrolet,45214,4.5,52,14888,16835,East Syracuse,NY
676,2013,Chrysler,49900,4.5,151,9975,12009,Sidney,NY
677,2013,Audi,47143,5.0,149,35995,39273,Oneonta,NY
678,2013,BMW,65478,4.5,4,23880,26778,Latham,NY
679,2014,Audi,26762,4.5,387,29995,33145,Albany,NY
680,2009,Lincoln,81925,4.5,79,11000,13431,Rome,NY
681,2009,Cadillac,71527,5.0,10,11488,13627,Newton,NJ
682,2012,Chevrolet,59000,5.0,234,9995,11814,Binghamton,NY
683,2015,Mazda,13566,3.5,129,17995,20404,Auburn,NY
684,2013,Volvo,27864,5.0,65,28411,32265,East Stroudsburg,PA
685,2014,Mitsubishi,28770,3.5,17,15500,17566,Clifton Park,NY
686,2013,Lincoln,30782,5.0,7,20995,23835,Sayre,PA
687,2013,Acura,39078,4.0,77,17312,19554,Wappingers Falls,NY
688,2013,Nissan,38989,4.0,22,11895,14999,Albany,NY
689,2008,Jeep,101972,4.5,7,5995,8004,East Syracuse,NY
690,2005,Chevrolet,91510,4.0,85,7995,11749,Syracuse,NY
691,2004,Chevrolet,174369,5.0,43,13499,16566,Rome,NY
692,2014,Chevrolet,21520,4.5,157,19990,25367,Hamilton,NY
693,2016,Kia,15838,5.0,42,25000,29398,Norwich,NY
694,2009,Kia,113100,4.5,7,4500,6717,East Nassau,NY
695,2015,Toyota,47005,5.0,80,19334,21420,Scranton,PA
696,2012,Toyota,49518,4.5,16,16999,19258,Endicott,NY
697,2010,Mercury,86495,4.5,127,9000,11095,Rome,NY
698,2015,Ford,16126,5.0,1,20700,23093,Bartonsville,PA
699,2013,Toyota,31936,5.0,80,22664,25824,Scranton,PA
700,2014,Chevrolet,43864,3.0,283,14000,16246,Cortland,NY
701,2008,Honda,96726,5.0,1,8822,10695,East Stroudsburg,PA
702,2015,Toyota,8675,5.0,20,26130,28406,Scranton,PA
703,2006,Nissan,105985,5.0,24,9995,12812,Exeter,PA
704,2006,Buick,141182,3.5,43,3950,6095,Rome,NY
705,2011,BMW,43938,3.5,39,16488,18798,Newton,NJ
706,2013,Ford,29024,4.0,70,16500,19268,Albany,NY
707,2011,Buick,11468,5.0,6,13300,15299,Vestal,NY
708,2006,Honda,126910,3.5,36,6695,8840,Mahopac,NY
709,2006,Chevrolet,119193,4.5,1,13800,17680,Westmoreland,NY
710,2009,Ford,92127,3.5,314,17999,21639,Taylor,PA
711,2014,Ford,17771,4.5,141,13999,16006,Phoenix,NY
712,2007,Toyota,95130,3.0,126,7995,9937,Poughkeepsie,NY
713,2012,Nissan,42346,3.5,160,14495,17123,Bridgeport,NY
714,2015,Dodge,25332,4.0,48,26500,29644,Albany,NY
715,2013,Subaru,34943,4.5,121,15295,16968,Schenectady,NY
716,2010,Ford,83875,5.0,45,10995,12891,Sayre,PA
717,2005,Volvo,126167,4.0,94,2990,5000,Scranton,PA
718,2007,Toyota,130000,5.0,3,7396,9270,Wilkes Barre,PA
719,2014,BMW,52459,4.5,16,39880,44491,Latham,NY
720,2010,Ford,127000,4.0,72,7995,12274,Wysox,PA
721,2006,Honda,121349,5.0,24,7988,10099,Newton,NJ
722,2010,Chevrolet,71751,3.5,113,7995,9969,Auburn,NY
723,2011,Buick,81380,5.0,141,9700,11674,Watervliet,NY
724,2015,Dodge,11050,5.0,145,29500,32378,Highland,NY
725,2004,Chevrolet,29000,5.0,15,21000,24174,Warwick,NY
726,2015,GMC,32415,4.5,92,24100,26950,Stroudsburg,PA
727,2014,Cadillac,19686,5.0,282,19990,22191,Vestal,NY
728,2014,GMC,71900,4.5,68,29300,32165,Stroudsburg,PA
729,2011,Kia,70304,4.0,29,8995,11018,Norwich,NY
730,2015,Subaru,13488,3.5,23,26768,28976,Newton,NJ
731,2014,Jeep,32278,5.0,23,29991,32654,Wappingers Falls,NY
732,2004,Toyota,98424,4.0,70,8995,11403,Central Square,NY
733,2014,Nissan,67614,5.0,243,11999,15058,Elmira,NY
734,2015,BMW,19631,5.0,23,31276,35104,Scranton,PA
735,2006,Ford,76690,5.0,46,13000,15556,Clinton,NY
736,2002,Honda,138507,4.5,149,2995,4582,Endicott,NY
737,2010,Chevrolet,107673,4.0,86,18495,21146,Walden,NY
738,2013,Chevrolet,33645,3.5,181,13498,15421,AMSTERDAM,NY
739,2016,Nissan,15271,4.5,43,19654,22795,Pittston,PA
740,2013,Mercedes-Benz,36928,5.0,8,20500,23108,Endicott,NY
741,2006,Nissan,87563,5.0,78,8995,11473,Cortland,NY
742,2006,GMC,97063,4.0,315,9495,12296,Cicero,NY
743,2013,Ford,29633,4.5,260,17600,19849,Latham,NY
744,2007,Ford,91329,5.0,368,8995,11487,Hoosick Falls,NY
745,2008,Chevrolet,147698,5.0,205,8995,11528,Hoosick Falls,NY
746,2004,Chevrolet,181000,5.0,50,5400,7995,Avoca,PA
747,2014,Mitsubishi,22333,5.0,51,15881,17830,Scranton,PA
748,2011,Ford,60904,3.5,212,21999,25322,Taylor,PA
749,2012,Ford,72371,4.5,15,21990,25808,Wysox,PA
750,2016,Lincoln,13284,5.0,15,36980,40753,West Sand Lake,NY
751,2014,Ford,25203,5.0,351,21870,24693,Auburn,NY
752,2014,Ford,9377,5.0,50,15673,17764,Elmira,NY
753,2015,Lexus,28101,4.5,101,62999,68530,Monroe,NY
754,2012,Jeep,83746,3.5,1,10995,12897,Bridgeport,NY
755,2014,Ford,42783,5.0,60,24548,27369,Elmira,NY
756,2012,Chevrolet,89000,4.5,35,24500,27343,Apalachin,NY
757,2011,Chevrolet,2620,5.0,317,39499,43934,Vestal,NY
758,2014,Toyota,40360,5.0,20,16989,18894,Kingston,NY
759,2011,GMC,57228,4.5,85,22499,25613,STROUDSBURG,PA
760,2016,GMC,18110,5.0,1,34990,38172,CICERO,NY
761,2004,Infiniti,117521,5.0,155,4095,5835,Scranton,PA
762,2010,GMC,64661,3.5,73,18495,22653,New Hampton,NY
763,2009,Chevrolet,102225,4.0,308,14995,17733,Walden,NY
764,2009,Toyota,144900,4.5,46,5775,7525,Sidney,NY
765,2013,Ford,72094,4.5,155,21995,25321,Troy,NY
766,2011,Ford,102766,4.5,67,8995,10903,East Syracuse,NY
767,2011,Chevrolet,48021,5.0,169,18995,21612,Kingston,NY
768,2014,Toyota,67058,4.0,35,15997,17978,Wappingers Falls,NY
769,2013,Ford,63437,5.0,49,18495,20807,Fayetteville,NY
770,2014,Audi,49298,5.0,121,26988,29374,Newton,NJ
771,2011,Ford,101122,4.5,60,12500,14603,Westmoreland,NY
772,2008,Hyundai,78725,5.0,564,5995,7951,Franklin,NJ
773,2008,Mercedes-Benz,79870,3.5,1,13995,16680,Bridgeport,NY
774,2012,Land Rover,36284,5.0,8,24888,27510,Latham,NY
775,2013,Mercedes-Benz,24127,5.0,8,42900,46996,Endicott,NY
776,2015,Jeep,43502,4.5,106,14500,16376,Latham,NY
777,2010,Subaru,72767,5.0,404,9500,11238,Brewerton,NY
778,2009,Dodge,91503,4.0,187,7995,9922,Schenectady,NY
779,2012,Chrysler,63000,5.0,370,8995,10959,Cortland,NY
780,2010,Toyota,81260,4.0,117,7988,9703,Shavertown,PA
781,2012,Honda,90400,4.5,62,14900,16975,Endicott,NY
782,2008,Buick,78840,3.0,16,6995,9084,Scranton,PA
783,2012,Honda,38850,5.0,120,10950,12605,Syracuse,NY
784,2011,Subaru,77485,3.5,15,13995,16416,East Greenbush,NY
785,2011,Mercedes-Benz,55862,4.5,9,36991,41770,Latham,NY
786,2010,Honda,97555,5.0,53,13995,15929,Schenectady,NY
787,2013,Ford,102445,4.5,4,8995,11146,Scranton,PA
788,2013,Toyota,11347,4.0,125,11997,13731,New Hampton,NY
789,2011,Toyota,76137,4.0,10,9990,11813,Lake Hopatcong,NJ
790,2008,Toyota,99823,4.5,49,14855,17019,Endicott,NY
791,2007,Subaru,100041,4.5,168,6295,8090,Scott Township,PA
792,2011,Chevrolet,123121,5.0,14,20995,26094,Albany,NY
793,2011,Dodge,75000,5.0,5,19000,21463,Wilkes Barre,PA
794,2014,Jeep,26000,4.5,94,15900,17545,Apalachin,NY
795,2010,Chevrolet,92585,4.5,161,7595,9531,Troy,NY
796,2008,Ford,126654,3.5,17,11495,14516,New Hampton,NY
797,2011,Chevrolet,77318,4.0,29,16995,20879,Cohoes,NY
798,2010,Hyundai,54908,5.0,50,12979,14987,Yorkville,NY
799,2010,Ford,47892,5.0,54,16900,20944,Hamilton,NY
800,2012,Lincoln,28055,4.5,9,18500,20772,Troy,NY
801,2008,Volkswagen,142295,5.0,45,3200,4907,East Stroudsburg,PA
802,2009,Ford,76640,4.0,42,10999,13935,Binghamton,NY
803,2014,Chevrolet,31423,5.0,114,28939,32113,Rhinebeck,NY
804,2013,Toyota,15273,5.0,66,18395,20514,Kingston,NY
805,2014,Toyota,31715,5.0,157,19174,21256,Scranton,PA
806,2013,Ford,40915,3.5,135,19991,22643,Moosic,PA
807,2011,Ram,72207,4.5,64,18999,21718,Ellenville,NY
808,2007,Hyundai,91223,5.0,1,6795,8552,Albany,NY
809,2013,Honda,35622,4.0,14,11999,13551,Ithaca,NY
810,2008,Chrysler,106495,4.0,1,9991,12197,Wappingers Falls,NY
811,2011,GMC,72023,4.5,146,17891,19996,STROUDSBURG,PA
812,2005,Subaru,150166,4.0,188,3995,5687,Saugerties,NY
813,2012,Jeep,27805,5.0,254,20988,23503,Sussex,NJ
814,2011,Mercedes-Benz,31040,4.5,37,16995,19898,East Syracuse,NY
815,2009,Nissan,98250,5.0,3,10300,12313,Menands,NY
816,2013,BMW,40955,5.0,2,21990,24523,Syracuse,NY
