,year,make,mileage,dealer_rating,days_listed,price,market_price,city,state
50,2014,Hyundai,12918,3.5,22,16495,20823,Glenville,NY
51,2005,Chevrolet,180000,4.0,60,4999,9366,Scranton,PA
52,2007,Chevrolet,148200,5.0,11,6000,9442,Nanticoke,PA
53,2014,Chevrolet,35000,5.0,17,9995,12817,Cortland,NY
54,2012,Chevrolet,41402,5.0,47,29999,34916,Vestal,NY
55,2015,Ford,28498,3.5,91,35995,48573,Bridgeport,NY
56,2010,Jeep,107488,5.0,1,9795,13647,Albany,NY
57,2013,BMW,53828,4.5,12,30000,35400,Glenmont,NY
58,2013,Toyota,42902,4.0,172,11990,14947,Lake Hopatcong,NJ
59,2012,BMW,36850,5.0,17,32995,37930,Dallas,PA
60,2010,Ford,91066,5.0,22,7995,10492,Hoosick Falls,NY
61,2015,BMW,13235,4.5,2,37980,47309,Glenmont,NY
62,2014,Jeep,20914,4.0,79,15500,18103,Kingston,NY
63,2008,Chevrolet,61192,4.5,37,23975,32861,Newton,NJ
64,2013,Chevrolet,61190,4.5,3,12995,15936,Scranton,PA
65,2011,BMW,43100,4.5,4,18980,22810,Glenmont,NY
66,2006,Chevrolet,133930,4.5,4,9999,13955,Phoenix,NY
67,2013,Chevrolet,15637,4.5,66,12700,15844,Endicott,NY
68,2008,Chevrolet,124000,5.0,81,5495,8296,Schenectady,NY
69,2010,Buick,3240,4.5,71,11999,15132,Sidney,NY
70,2013,Ford,37796,5.0,28,15990,19913,Beacon,NY
71,2013,Chevrolet,8150,5.0,8,13900,17137,Endicott,NY
72,2012,Chevrolet,100600,4.5,91,7975,10823,Sidney,NY
73,2012,Ford,98912,4.5,107,24995,32588,Clifton Park,NY
74,2012,Hyundai,89797,3.0,126,7495,10921,Poughkeepsie,NY
75,2014,Chevrolet,41407,4.5,70,12995,16282,East Syracuse,NY
76,2013,Infiniti,18140,4.0,132,29889,34504,Wilkes Barre,PA
77,2011,Ford,58400,4.5,162,8975,12063,Sidney,NY
78,2013,Ford,6725,5.0,127,23995,34896,New Lebanon,NY
79,2012,GMC,87064,3.5,95,20999,25007,Newton,NJ
80,2011,Buick,37030,5.0,71,14988,17851,Newton,NJ
81,2012,Chevrolet,55741,4.5,244,24500,28794,Rome,NY
82,2012,Kia,89786,5.0,23,9991,13054,East Stroudsburg,PA
83,2010,Chevrolet,86000,4.0,22,4000,6833,Latham,NY
84,2013,Hyundai,35526,5.0,22,9989,12765,Kingston,NY
85,2014,Jeep,45100,4.5,71,13975,16524,Sidney,NY
86,2009,Hyundai,116460,4.5,1,8495,11380,East Syracuse,NY
87,2008,Saab,57466,4.0,36,10834,12144,Lake Katrine,NY
88,2011,Kia,74006,3.5,3,7995,11093,Bridgeport,NY
89,2013,Ram,39960,3.5,7,29995,34463,Bridgeport,NY
90,2007,Jeep,91189,5.0,60,6950,9451,Rome,NY
91,2011,Chevrolet,57343,4.5,30,27900,32806,Troy,NY
92,2004,Ford,138711,4.0,85,4999,9717,Albany,NY
93,2014,Mazda,15400,4.5,45,19500,22555,Poughkeepsie,NY
94,2006,Cadillac,69000,5.0,5,6500,10009,Albany,NY
95,2014,GMC,46168,3.0,36,29995,34366,Central Valley,NY
96,2014,Chevrolet,44703,3.5,127,11495,15007,Amsterdam,NY
97,2015,Mazda,2420,4.0,64,20989,24656,Lake Katrine,NY
98,2013,Kia,35379,3.5,92,15994,19510,Newburgh,NY
99,2005,BMW,105000,5.0,18,7000,10397,Highland Mills,NY
100,2008,Chevrolet,39220,4.5,125,9900,15245,Honesdale,PA
101,2008,Chevrolet,49782,5.0,77,15995,24025,Sayre,PA
102,2010,Toyota,120874,4.0,10,6995,10058,Yorkville,NY
103,2004,Volkswagen,105000,5.0,4,2400,4786,Putnam Valley,NY
104,2013,Ford,35119,5.0,227,20600,24460,Sayre,PA
105,2013,Chevrolet,40181,4.0,23,16995,20192,Ballston Spa,NY
106,2008,Pontiac,126000,5.0,97,3000,5798,Utica,NY
107,2014,Chevrolet,71232,4.5,7,14200,17414,Barneveld,NY
108,2011,Ford,28593,4.0,7,13988,17772,Pulaski,NY
109,2011,Ford,69775,3.5,7,14999,22287,Ithaca,NY
110,2013,BMW,15075,3.5,112,28991,34647,Kingston,PA
111,2008,Ford,85429,4.5,57,6980,9816,Exeter,PA
112,2007,Ford,106361,5.0,388,6995,10842,Hoosick Falls,NY
113,2014,Dodge,28187,4.5,15,18300,21526,Rome,NY
114,2010,Chevrolet,75400,4.5,13,15495,19246,Fulton,NY
115,2008,Ford,136000,4.5,1,9450,13519,Schenectady,NY
116,2007,Ford,84253,2.5,29,6999,9863,Central Square,NY
117,2006,Mercedes-Benz,119678,4.5,14,6400,9501,Voorheesville,NY
118,2012,Ford,57790,5.0,39,11995,14921,Elmira,NY
119,2014,Chevrolet,34000,5.0,42,17100,20181,Rensselaer,NY
120,2014,Toyota,26188,5.0,149,18966,21959,Scranton,PA
121,2013,Hyundai,49565,5.0,2,14950,17726,Binghamton,NY
122,2012,Nissan,65400,4.5,157,10975,13828,Sidney,NY
123,2013,Ford,90284,4.0,72,16081,19596,Stroudsburg,PA
124,2009,Dodge,101000,3.5,203,17450,21319,Modena,NY
125,2012,Chevrolet,34585,4.0,58,11798,14469,Saratoga Springs,NY
126,2014,Chevrolet,29272,3.5,71,12999,15978,Ithaca,NY
127,2010,Ford,108870,5.0,43,17990,21801,Greenwich,NY
128,2010,Audi,63284,4.5,7,15900,18951,Barneveld,NY
129,2010,Lincoln,44065,5.0,7,11500,14386,Troy,NY
130,2012,Nissan,102883,4.0,15,12995,17049,Branchville,NJ
131,2014,Lexus,13243,5.0,18,39995,44735,Saratoga Springs,NY
132,2014,Toyota,38889,5.0,100,18078,21030,Scranton,PA
133,2011,Chrysler,50857,5.0,27,14000,17344,Stony Point,NY
134,2012,GMC,56642,4.5,10,21969,30638,Sidney,NY
135,2010,Ford,96282,3.5,32,13800,19691,Utica,NY
136,2013,Mazda,97470,3.5,40,14495,17096,Newton,NJ
137,2005,Chevrolet,146543,5.0,43,8995,13244,Rome,NY
138,2013,Ford,25180,4.0,36,20866,24451,Dickson City,PA
139,2013,Subaru,86927,2.0,112,11995,14297,Mongaup Valley,NY
140,2010,Dodge,13454,4.5,128,7999,10818,Sidney,NY
141,2012,Honda,54260,5.0,11,13795,16129,Scranton,PA
142,2014,Jeep,20057,4.5,57,22995,26457,East Syracuse,NY
143,2012,Honda,92260,5.0,30,17988,21074,Newton,NJ
144,2015,Subaru,12750,5.0,98,21493,24216,Scranton,PA
145,2013,Chevrolet,34100,4.5,84,14975,17566,Sidney,NY
146,2009,Chevrolet,132960,5.0,1,3995,6790,Syracuse,NY
147,2015,Dodge,8998,5.0,128,30599,34425,Tunkhannock,PA
148,2015,Volvo,36421,4.0,122,19999,23915,Ithaca,NY
149,2013,Toyota,31164,5.0,93,22224,25304,Scranton,PA
150,2014,Jeep,63017,4.5,87,21996,25428,Sussex,NJ
151,2013,Ford,65558,4.0,93,8995,12200,Albany,NY
152,2013,Chevrolet,43892,5.0,25,20990,24614,CICERO,NY
153,2009,Chevrolet,70442,5.0,1,9900,14781,Bartonsville,PA
154,2015,Ford,12754,4.0,163,19923,23085,Dickson City,PA
155,2010,GMC,89369,5.0,8,13288,16052,East Stroudsburg,PA
156,2012,Honda,106215,3.5,73,19000,22607,Yorkville,NY
157,2008,Chevrolet,71332,4.5,59,18400,21842,Rome,NY
158,2008,GMC,124393,5.0,78,8595,11493,Albany,NY
159,2004,Ford,98000,5.0,23,8500,12129,Poughkeepsie,NY
160,2010,Ford,63341,5.0,17,9495,11656,Hoosick Falls,NY
161,2013,Chevrolet,46842,5.0,27,9900,12217,New Windsor,NY
162,2002,Chevrolet,143000,5.0,31,4495,7993,Central Square,NY
163,2014,Nissan,24012,4.0,81,19995,23588,Yorkville,NY
164,2012,Chrysler,46776,4.0,73,17999,21502,Johnstown,NY
165,2013,Ford,131760,4.0,2,12995,16862,Albany,NY
166,2010,Kia,96609,4.5,249,4995,7485,Scott Township,PA
167,2014,Audi,61967,3.5,16,25000,28615,Latham,NY
168,2015,Ford,31382,4.0,127,13999,17072,Ithaca,NY
169,2014,Subaru,52126,4.0,104,17995,20774,Saugerties,NY
170,2009,Chevrolet,86619,4.5,18,4995,7669,Endicott,NY
171,2001,Ford,99500,5.0,1,4000,6567,Scranton,PA
172,2015,Fiat,9819,5.0,93,11500,14061,Bartonsville,PA
173,2007,Toyota,123077,4.0,6,4900,7903,Dickson City,PA
174,2002,Chevrolet,80561,5.0,18,10500,15677,Campbell Hall,NY
175,2013,BMW,13868,3.5,88,23491,26786,Kingston,PA
176,2014,Ford,7558,5.0,36,29895,33888,Latham,NY
177,2015,Ram,16145,4.5,149,20900,27831,Clifton Park,NY
178,2013,Kia,50791,4.0,92,13500,16370,Albany,NY
179,2011,Kia,54323,4.5,2,12000,14479,Brewerton,NY
180,2013,Nissan,26593,4.0,146,19999,23474,Kingston,NY
181,2012,GMC,73000,4.5,326,29900,33971,Apalachin,NY
182,2012,Toyota,90196,4.0,79,9997,12580,Albany,NY
183,2014,Chevrolet,31274,5.0,31,16430,19543,Vestal,NY
184,2012,Nissan,99205,4.5,283,10950,14102,Barneveld,NY
185,2013,Honda,31695,5.0,114,12999,15203,Glenville,NY
186,2015,Honda,16427,5.0,58,21500,23636,Bartonsville,PA
187,1998,Chevrolet,46346,4.5,56,13400,16736,Rome,NY
188,2004,Volkswagen,57328,3.5,2,3800,6242,Peekskill,NY
189,2011,Chevrolet,101715,4.0,66,9995,12633,Albany,NY
190,2008,Ford,135900,5.0,19,8900,12256,Binghamton,NY
191,2013,Honda,64657,5.0,224,21865,25021,Scranton,PA
192,2015,Honda,30720,4.5,120,28495,31353,Newton,NJ
193,2010,Jeep,100175,5.0,233,6995,9543,Hoosick Falls,NY
194,2012,Honda,75300,4.5,60,8975,11160,Sidney,NY
195,2011,Nissan,30799,4.5,16,11999,14675,Sidney,NY
196,2013,Ford,61292,5.0,2,21995,25478,Sayre,PA
197,2012,Chevrolet,56783,5.0,34,19995,23639,Albany,NY
198,2016,Hyundai,9557,5.0,6,20377,23947,Kingston,NY
199,2014,Honda,27192,5.0,328,20681,23258,Scranton,PA
200,2010,Ford,91327,4.0,43,8394,11352,Pittsfield,MA
201,2014,Land Rover,22280,5.0,31,29995,32778,Albany,NY
202,2014,Kia,16963,4.5,25,17990,20896,East Syracuse,NY
203,2014,Chevrolet,39108,4.0,139,12279,15265,Lake Katrine,NY
204,2012,Porsche,26993,4.5,63,44900,50847,Latham,NY
205,2015,GMC,77249,4.5,36,22999,26396,Stroudsburg,PA
206,2007,BMW,103527,5.0,1,9490,12169,Albany,NY
207,2012,Mercedes-Benz,62472,5.0,22,21995,26077,Newton,NJ
208,2014,Acura,38250,4.0,42,26917,30996,Wappingers Falls,NY
209,2013,Toyota,78000,4.5,157,16900,19712,Apalachin,NY
210,2016,Ram,9910,3.5,126,33989,39028,Greenwich,NY
211,2010,Ford,116328,5.0,56,12900,16810,Hoosick Falls,NY
212,2007,Chevrolet,100021,4.0,63,14995,18375,Clinton,NY
213,2011,Ford,67235,4.0,90,26105,34516,Albany,NY
214,2011,Ford,43700,5.0,77,27595,36663,Nelliston,NY
215,2012,Dodge,135319,3.5,24,7000,9865,Scranton,PA
216,2008,Dodge,106842,4.0,60,6900,9466,Dickson City,PA
217,2006,Chevrolet,113549,5.0,28,2999,5741,Syracuse,NY
218,2010,Jeep,101098,5.0,17,6995,9496,Hoosick Falls,NY
219,2009,Chevrolet,140000,5.0,2,7500,10197,Poughkeepsie,NY
220,2011,BMW,81473,5.0,8,17900,21520,Endicott,NY
221,2012,Chevrolet,37214,4.0,49,31998,35935,Albany,NY
222,2009,Subaru,123475,5.0,91,5995,8218,Montour Falls,NY
223,2012,Kia,92933,4.0,119,11367,14544,New Hampton,NY
224,2013,Hyundai,43435,4.5,116,10995,13423,Clifton Park,NY
225,2012,Kia,86899,4.5,1,10999,13625,Ellenville,NY
226,2007,Jeep,106838,5.0,213,4995,7551,Poughkeepsie,NY
227,2013,BMW,22907,4.5,2,29980,34286,Glenmont,NY
228,2015,Mercedes-Benz,6321,3.5,121,30354,34992,Schenectady,NY
229,2011,Chevrolet,51100,4.5,54,10995,13620,Endicott,NY
230,2014,Honda,21877,5.0,344,21176,23692,Scranton,PA
231,2012,Jeep,60724,4.5,64,17995,21118,Syracuse,NY
232,2007,Buick,93452,4.0,1,4995,7696,Saugerties,NY
233,2014,Honda,29102,5.0,51,19497,21846,Latham,NY
234,2009,MINI,111612,5.0,217,4695,6907,Albany,NY
235,2013,Hyundai,32991,5.0,28,10499,12880,Kingston,NY
236,2014,Subaru,25821,5.0,53,19990,22247,Syracuse,NY
237,2012,Nissan,107956,4.0,43,10995,14160,Yorkville,NY
238,2015,Honda,11485,5.0,106,21995,24034,Elmira,NY
239,2014,Ford,15016,4.0,9,15999,18959,Dickson City,PA
240,2007,Dodge,96085,4.5,66,21995,29483,Monticello,NY
241,2013,BMW,13186,5.0,125,30795,34646,Harriman,NY
242,2011,Ford,80000,5.0,166,9995,12298,Binghamton,NY
243,2012,GMC,38945,5.0,60,24141,28092,Elmira,NY
244,2014,Ford,20536,4.5,6,21455,24579,Scranton,PA
245,2013,Hyundai,59021,5.0,22,10234,12442,Kingston,NY
246,2010,Dodge,107545,3.5,30,7495,10292,North Syracuse,NY
247,2013,Ford,35557,4.0,17,12700,15538,Albany,NY
248,2004,Jeep,120000,4.0,71,3799,6214,Scranton,PA
249,2013,Volkswagen,101100,5.0,18,10500,13258,Milford,PA
250,2012,Honda,44000,4.5,6,11500,13691,East Nassau,NY
251,2008,Honda,110500,3.5,67,8995,11429,Yorkville,NY
252,2012,Chevrolet,104494,4.5,8,6995,9438,Scranton,PA
253,2014,Acura,77199,4.0,51,19988,22980,Middletown,NY
254,2016,MINI,2456,5.0,36,28995,33223,Saratoga Springs,NY
255,2014,Honda,50824,4.0,44,25099,28274,Lake Katrine,NY
256,2014,Nissan,37647,4.5,398,9978,12469,Pittston,PA
257,1995,Chevrolet,60735,5.0,14,7900,12128,Syracuse,NY
258,2010,Toyota,69739,5.0,57,10975,13070,Utica,NY
259,2008,Chevrolet,66939,4.5,49,23995,30790,Rensselaer,NY
260,2014,Chevrolet,71384,4.0,2,12995,15884,Albany,NY
261,2013,Toyota,21550,5.0,17,14495,17094,Ithaca,NY
262,2011,Toyota,78419,4.5,125,9495,11716,Newton,NJ
263,2016,Chevrolet,3710,4.0,1,26000,29692,Utica,NY
264,2011,Ford,40077,5.0,170,26329,29931,Scranton,PA
265,2006,Ford,159077,4.5,20,7995,11363,Newton,NJ
266,2005,Ford,146000,3.0,198,3495,6402,Schenectady,NY
267,2013,Chevrolet,20645,4.5,45,26995,31009,Monticello,NY
268,2011,Chevrolet,103346,5.0,42,9995,12458,Exeter,PA
269,2005,Honda,144514,5.0,3,4500,7025,Middletown,NY
270,2014,Toyota,22192,5.0,149,19633,22251,Scranton,PA
271,2012,Toyota,45245,4.0,105,17893,21061,Kingston,NY
272,2012,Subaru,98328,5.0,8,11900,14269,Endicott,NY
273,2006,Subaru,86012,5.0,52,11550,14963,Vestal,NY
274,2012,Ford,47365,5.0,18,12995,15457,Sayre,PA
275,2013,Hyundai,43397,4.0,129,16995,20257,Central Square,NY
276,2015,Chevrolet,10170,4.5,76,13899,17392,Syracuse,NY
277,2001,Toyota,187717,5.0,74,3500,6925,East Stroudsburg,PA
278,2010,Ford,74207,5.0,115,11500,14076,Troy,NY
279,2014,Subaru,35962,4.0,9,19998,22581,Oneonta,NY
280,2004,Audi,126000,5.0,16,4100,6379,Syracuse,NY
281,2011,Ford,83781,5.0,39,9995,12278,Sayre,PA
282,2010,Subaru,92000,5.0,24,14000,16409,Port Ewen,NY
283,2013,BMW,31145,4.5,94,28779,32540,Glenmont,NY
284,2006,Ford,275000,5.0,1,3000,6237,Albany,NY
285,2013,Toyota,36315,5.0,108,19605,22408,Scranton,PA
286,2011,Chevrolet,72334,4.5,29,13875,16765,Newton,NJ
287,2012,Ford,80000,4.0,6,16995,20775,Wysox,PA
288,2011,Chrysler,43642,5.0,72,9995,12378,Sayre,PA
289,2002,Honda,124249,3.0,182,8995,12330,Poughkeepsie,NY
290,2008,Ford,55153,5.0,17,9995,12609,Hoosick Falls,NY
291,2005,GMC,103460,5.0,15,19995,24769,Poughkeepsie,NY
292,2007,Nissan,129000,3.0,162,4495,7235,Schenectady,NY
293,2009,Hyundai,92225,4.5,65,8600,10690,Rome,NY
294,2010,Dodge,126904,4.0,168,12850,17437,Albany,NY
295,2013,Dodge,38753,4.0,105,13500,15918,Kingston,NY
296,2012,Jeep,53200,4.5,146,14975,17325,Sidney,NY
297,2014,Ram,28883,4.0,51,23995,27122,Albany,NY
298,2008,Nissan,159000,5.0,52,3950,6543,Dingmans Ferry,PA
299,2006,Chrysler,174565,5.0,24,3000,5962,Sparta,NJ
300,2005,Chevrolet,72747,5.0,218,8995,12821,Hoosick Falls,NY
301,2014,BMW,27874,4.5,14,28499,31991,Schenectady,NY
302,2014,Ford,4653,4.5,14,24995,28383,Burnt Hills,NY
303,2011,Lincoln,98000,5.0,166,21500,26810,Manlius,NY
304,2015,Honda,44253,3.5,37,15788,18286,Newburgh,NY
305,2011,Toyota,61575,4.5,158,15300,17978,Rome,NY
306,2004,Jeep,181490,5.0,81,2000,4375,East Stroudsburg,PA
307,2009,Mercury,106685,4.5,8,7495,9376,Hudson,NY
308,2005,Chevrolet,108415,4.0,1,10999,14529,Horseheads,NY
309,2013,Hyundai,38186,4.0,213,9995,12026,Saugerties,NY
310,2010,Jeep,103862,5.0,17,6995,9354,Hoosick Falls,NY
311,2011,Honda,56937,4.0,78,12999,15091,Kingston,NY
312,2013,Honda,40261,5.0,136,14995,17063,Johnstown,NY
313,2012,GMC,53915,4.5,48,18699,21491,Stroudsburg,PA
314,2016,Chevrolet,707,4.0,120,16000,19229,Albany,NY
315,2014,BMW,27095,4.5,14,21980,24665,Glenmont,NY
316,2015,BMW,15547,4.5,24,47770,53512,Latham,NY
317,2013,Kia,19718,4.0,478,14888,17471,Newton,NJ
318,2009,Ford,129921,4.0,84,19990,26999,Lake Hopatcong,NJ
319,2008,Ford,134221,3.5,42,4995,7114,Sussex,NJ
320,2007,GMC,103000,4.0,389,13495,17396,Saugerties,NY
321,2008,Ford,96644,4.5,144,6995,9115,East Syracuse,NY
322,2010,Lincoln,102768,3.5,27,7995,10821,Millerton,NY
323,2013,Toyota,9031,4.0,4,18227,20637,Mechanicville,NY
324,2011,Chevrolet,114112,4.5,91,11995,14549,Hudson,NY
325,2014,Chevrolet,21784,4.5,88,10950,13025,Endicott,NY
326,2008,Hyundai,110752,2.5,364,6995,9703,Central Square,NY
327,2006,Honda,175150,5.0,22,4400,6555,Honesdale,PA
328,2013,Honda,53800,5.0,121,17888,20194,Newton,NJ
329,2013,Chevrolet,43339,4.5,172,20999,24289,Phoenix,NY
330,2010,Honda,66106,5.0,7,7995,10235,Albany,NY
331,2011,GMC,65765,5.0,70,33748,40559,Rhinebeck,NY
332,2012,Mitsubishi,71047,3.5,1,6995,9969,Bridgeport,NY
333,2007,Ford,109054,5.0,56,10900,13531,Hoosick Falls,NY
334,2005,Subaru,140500,5.0,1,3895,6304,Moscow,PA
335,2014,Jeep,33485,3.5,6,12500,15001,Clifton Park,NY
336,2003,Chevrolet,159600,5.0,22,5995,9614,Rome,NY
337,2007,Chevrolet,111383,4.0,79,8850,11486,Albany,NY
338,2001,Ford,214040,5.0,227,11000,15570,Pine Bush,NY
339,2005,Ford,146801,3.0,273,7999,13020,Walden,NY
340,2005,GMC,92000,4.5,16,7900,11038,Rome,NY
341,2015,Cadillac,15247,5.0,56,36158,40352,Auburn,NY
342,2008,Subaru,118368,4.0,43,6799,8584,West Milford,NJ
343,2013,BMW,27225,4.5,47,30990,34841,Albany,NY
344,2003,Chevrolet,180365,5.0,52,3500,6357,East Stroudsburg,PA
345,2003,Chevrolet,100605,5.0,79,6999,10638,Syracuse,NY
346,2008,Honda,112860,4.0,78,8995,11246,Branchville,NJ
347,2005,Mercedes-Benz,140435,3.5,13,4995,7623,Peekskill,NY
348,2014,Ford,19718,3.5,190,13995,16571,Millerton,NY
349,2010,Ford,71579,4.5,16,22000,25043,Rome,NY
350,2015,Buick,19454,3.5,168,16478,20122,Amsterdam,NY
351,2009,Pontiac,100115,5.0,23,7200,9173,Ballston Spa,NY
352,2011,Ford,69871,4.0,67,14700,17195,Kingston,NY
353,2009,BMW,79000,5.0,9,13799,16839,Syracuse,NY
354,2014,Ford,27020,4.5,22,32595,36840,Scranton,PA
355,2006,Subaru,132000,5.0,7,4495,6712,Central Square,NY
356,2014,BMW,30852,4.5,16,49980,56275,Glenmont,NY
357,2009,Jeep,102962,5.0,1,7500,11098,Menands,NY
358,2013,Honda,8473,4.5,3,16999,19046,Yorkville,NY
359,2014,Jeep,73019,3.5,133,11500,14181,Yorkville,NY
360,2015,Chevrolet,17202,4.0,72,13998,16417,Kingston,NY
361,2016,Jeep,14600,5.0,1,22995,25976,Fayetteville,NY
362,2004,Ford,133000,3.0,228,3467,5973,Schenectady,NY
363,2015,Ford,90658,4.5,14,16995,20016,Scranton,PA
364,2013,Ford,48028,4.0,193,18999,22177,Wilkes Barre,PA
365,2008,Hyundai,93618,5.0,7,6895,9585,Albany,NY
366,2007,Ford,82390,4.0,25,7995,10350,Binghamton,NY
367,2012,Hyundai,59392,3.5,6,9500,11912,Clifton Park,NY
368,2008,Dodge,62741,5.0,22,5695,8043,Syracuse,NY
369,2013,Volvo,15675,4.0,29,27988,32404,Pulaski,NY
370,2008,Jeep,52118,5.0,9,8000,10427,Syracuse,NY
371,2011,Mazda,57523,5.0,128,12995,14826,Schenectady,NY
372,2010,Chevrolet,26487,5.0,50,29587,32724,Rhinebeck,NY
373,2014,Chevrolet,19848,4.5,48,12000,14011,Endicott,NY
374,2006,Chevrolet,18649,5.0,50,5995,8490,Avoca,PA
375,2009,Chevrolet,84233,2.5,29,4495,7308,Central Square,NY
376,2004,Subaru,142893,5.0,29,3795,5899,Albany,NY
377,2014,Ford,12328,4.5,163,13490,15851,Ellenville,NY
378,2001,Ford,14400,5.0,28,8500,11222,Manlius,NY
379,1999,Lexus,152350,4.0,59,3995,6177,Albany,NY
380,2004,Chevrolet,90891,4.5,27,8995,11922,East Nassau,NY
381,2013,Lincoln,73743,5.0,95,18500,21811,Sayre,PA
382,2010,Infiniti,44128,5.0,207,15500,18140,Syracuse,NY
383,2008,Honda,134927,2.5,8,7995,10506,Central Square,NY
384,2013,Hyundai,45210,5.0,18,10995,12821,Elmira,NY
385,2012,Jeep,39305,4.5,165,15995,18364,Schenectady,NY
386,2010,GMC,107592,5.0,17,10900,13637,Hoosick Falls,NY
387,2013,Jeep,94450,3.5,173,9750,11834,Sussex,NJ
388,2014,Subaru,50931,4.0,10,16987,19192,CORLANDT MANOR,NY
389,2015,Lincoln,24430,3.0,45,26995,32056,Auburn,NY
390,2013,Chevrolet,71933,4.5,3,13995,16193,Scranton,PA
391,2008,Chevrolet,120837,3.5,3,13800,18075,Utica,NY
392,2008,Subaru,114000,5.0,31,4999,7171,Baldwin Place,NY
393,2009,Toyota,97400,4.5,45,11495,14236,Endicott,NY
394,2006,Subaru,118596,4.0,278,6889,9633,Hoosick Falls,NY
395,2010,Subaru,86544,5.0,55,9950,11865,Ballston Spa,NY
396,2004,Chevrolet,127437,5.0,62,5950,8817,East Greenbush,NY
397,2008,Dodge,81633,4.0,125,11000,13297,Latham,NY
398,2007,Chevrolet,95499,3.5,281,9995,15130,Wilkes-Barre,PA
399,2009,Toyota,85436,4.5,3,6980,9249,Exeter,PA
400,2013,Honda,45000,5.0,16,13500,15510,Deansboro,NY
401,2012,Nissan,49636,4.0,15,18944,21695,Chittenango,NY
402,2015,Chevrolet,17234,5.0,86,15994,18237,Wappingers Falls,NY
403,2013,Ford,131774,4.5,52,15500,18209,Poughkeepsie,NY
404,2014,Volvo,47698,4.0,116,31757,34128,Syracuse,NY
405,2005,Dodge,172650,2.0,64,11995,19842,Mongaup Valley,NY
406,2003,Toyota,99529,4.0,168,3495,5618,Cicero,NY
407,2012,Jeep,81103,3.5,77,10239,12517,Schenectady,NY
