,year,make,mileage,dealer_rating,days_listed,price,market_price,city,state
464,2012,Chevrolet,43041,5.0,140,21300,23859,Victor,NY
465,2013,Chevrolet,21113,4.0,60,11995,13787,West Seneca,NY
466,2010,Ford,70000,4.0,15,8995,11685,Bergen,NY
467,2011,Buick,47632,4.5,127,14983,17193,CANANDAIGUA,NY
468,2013,Toyota,40945,3.5,185,25940,29636,Lockport,NY
469,2014,Ford,27973,4.5,165,36850,42208,Carthage,NY
470,2013,Kia,40005,3.0,22,12999,15368,Buffalo,NY
471,2011,Dodge,93000,3.0,60,8995,11525,Lockport,NY
472,2014,Ford,21596,4.5,21,28774,32075,Rochester,NY
473,2012,Chevrolet,28986,4.5,198,36990,42395,Attica,NY
474,2014,Toyota,41468,4.5,161,24946,28259,Buffalo,NY
475,2011,Honda,78043,3.0,9,13477,15974,Oakfield,NY
476,2013,Toyota,30685,3.5,53,19830,22338,Williamsville,NY
477,2014,Volvo,15603,4.0,136,24915,26802,Amherst,NY
478,2014,Kia,36027,4.5,60,18990,21362,East Syracuse,NY
479,2008,Dodge,54300,4.0,51,6900,9468,Spencerport,NY
480,2013,Hyundai,33819,3.5,139,18920,21765,Rochester,NY
481,2010,Cadillac,91697,5.0,272,25900,28979,Spencerport,NY
482,2012,Chevrolet,54182,4.5,205,9500,11430,Honeoye Falls,NY
483,2007,GMC,100293,4.5,135,13995,16953,Rochester,NY
484,2010,Mazda,79731,4.5,15,8995,11191,Spencerport,NY
485,2013,Chevrolet,40867,3.0,193,10912,12822,Buffalo,NY
486,2013,Hyundai,15164,2.5,39,19995,22923,Buffalo,NY
487,2015,Chevrolet,11742,4.0,66,19999,23135,Wolcott,NY
488,2011,Toyota,100890,4.0,15,9995,11874,Webster,NY
489,2006,Mitsubishi,107200,4.5,8,4295,6369,Endicott,NY
490,2014,Nissan,42616,4.5,44,15999,19677,Elma,NY
491,2016,Dodge,30878,2.0,14,16990,19972,CICERO,NY
492,2007,Hyundai,81827,4.5,18,6995,9181,Endicott,NY
493,2007,Hyundai,82652,3.0,35,7482,10050,Orchard Park,NY
494,2011,Acura,46253,4.0,71,15000,17409,Wolcott,NY
495,2016,Chevrolet,7697,4.0,4,48807,53983,Williamsville,NY
496,2005,Subaru,129000,4.0,142,5995,8041,Webster,NY
497,2009,Jeep,53631,5.0,14,21900,24849,Lockport,NY
498,1999,Lexus,202097,4.5,1,2999,4800,Lockport,NY
499,2013,Chevrolet,86479,4.0,58,19995,23424,West Seneca,NY
500,2014,Nissan,14712,3.5,87,18714,21444,Williamsville,NY
501,2010,Subaru,98000,4.0,2,9995,12177,Webster,NY
502,2009,MINI,51592,3.0,126,8988,11158,Oakfield,NY
503,2013,Honda,33404,4.0,104,18990,21371,Rochester,NY
504,2012,Chevrolet,73990,3.0,101,20876,24691,Oakfield,NY
505,2013,Toyota,30594,4.5,16,16995,18844,East Syracuse,NY
506,2014,Kia,35880,4.5,135,8900,10980,Webster,NY
507,2016,Kia,33397,4.5,70,18525,20822,Elma,NY
508,2011,Toyota,81549,4.5,66,19881,22850,Buffalo,NY
509,2014,Toyota,21269,3.0,126,14883,17571,Oakfield,NY
510,2015,Hyundai,10287,5.0,45,16976,19593,East Rochester,NY
511,2014,Ram,30947,3.5,85,38999,45954,Ithaca,NY
512,2006,Chevrolet,81271,5.0,30,6995,9248,Cortland,NY
513,2015,Ford,31351,5.0,44,11495,13376,Sayre,PA
514,2005,GMC,157873,4.5,102,16900,20852,Westmoreland,NY
515,2013,Hyundai,104231,5.0,263,7995,9752,Spencerport,NY
516,2012,Honda,74163,5.0,8,9900,11713,Endicott,NY
517,2011,Chevrolet,88207,4.5,170,7295,8975,Liverpool,NY
518,2011,Kia,95000,4.5,45,9995,11940,Rochester,NY
519,2012,Ford,70827,4.0,229,8995,11051,West Seneca,NY
520,2013,Ford,59562,4.5,214,19500,22118,Carthage,NY
521,2014,Subaru,58994,3.5,92,14958,17001,Orchard Park,NY
522,2006,Honda,140000,4.5,62,5000,6740,Rome,NY
523,2008,BMW,99558,4.5,91,10995,13096,East Syracuse,NY
524,2015,Ford,31536,5.0,46,11495,13367,Sayre,PA
525,2014,Ford,25027,5.0,17,10995,12866,Sayre,PA
526,2013,Jeep,37550,4.5,70,20892,23408,Rochester,NY
527,2014,Chevrolet,22458,4.5,87,14000,15866,Rochester,NY
528,2007,Subaru,89189,4.0,16,7995,10249,Akron,NY
529,2014,Jeep,43322,4.0,38,25500,28089,Albion,NY
530,2011,Chevrolet,92920,4.5,14,12995,15319,East Syracuse,NY
531,2015,Hyundai,39750,4.5,16,10800,12643,Webster,NY
532,2013,Kia,35838,4.0,60,13995,15990,West Seneca,NY
533,2012,GMC,58270,4.5,47,25490,28161,Geneva,NY
534,2014,Volkswagen,35188,4.0,86,10995,12995,West Seneca,NY
535,2008,Jeep,99000,5.0,8,11799,13877,Central Square,NY
536,2007,Saturn,27582,3.5,56,5950,8369,Mansfield,PA
537,2013,Dodge,18910,4.0,52,10795,12760,Bergen,NY
538,2011,Chevrolet,88065,3.0,59,12995,15745,Auburn,NY
539,2016,Chevrolet,8367,4.5,60,33750,39331,Carthage,NY
540,2007,Ford,89756,5.0,13,7500,9472,Moravia,NY
541,2005,Dodge,120000,5.0,75,10200,13115,Chittenango,NY
542,2010,GMC,91088,3.5,102,12999,15304,Ithaca,NY
543,2011,Kia,56746,4.0,43,13045,15510,Spencerport,NY
544,2013,Chevrolet,42254,4.0,147,15995,17966,Albion,NY
545,2012,Buick,37610,4.0,137,23937,26766,Getzville,NY
546,2013,Kia,72585,4.5,24,11865,13645,Syracuse,NY
547,2013,Chevrolet,33228,4.0,16,24950,34195,Rochester,NY
548,2014,Nissan,31837,3.5,191,11999,14572,Ithaca,NY
549,2015,Ford,30958,4.0,70,10995,12985,West Seneca,NY
550,2011,Ford,91910,5.0,12,17900,20936,Elba,NY
551,2008,Lexus,68792,3.0,116,11968,14568,Buffalo,NY
552,2011,Chevrolet,59519,4.5,64,29000,32529,Buffalo,NY
553,2013,Hyundai,33040,3.0,39,10499,12460,Buffalo,NY
554,2013,Chevrolet,45214,4.5,52,14888,16835,East Syracuse,NY
555,2015,Ford,25146,3.0,108,10988,13407,Oakfield,NY
556,2010,Ford,110940,4.5,32,5999,7816,North Tonawanda,NY
557,2010,Hummer,96050,4.0,36,13971,16352,Spencerport,NY
558,2013,Kia,55270,4.0,52,10990,12797,Bergen,NY
559,2016,Chevrolet,11623,4.5,9,36950,41770,Carthage,NY
560,2009,Lincoln,81925,4.5,79,11000,13431,Rome,NY
561,2011,Jeep,83476,4.5,78,11295,13153,Elma,NY
562,2013,Nissan,72637,4.5,72,10200,12271,Batavia,NY
563,2015,Mazda,13566,3.5,129,17995,20404,Auburn,NY
564,2013,Lincoln,30782,5.0,7,20995,23835,Sayre,PA
565,2010,Toyota,68710,5.0,10,10900,12710,Lockport,NY
566,2007,Nissan,105190,5.0,144,10795,13288,Ontario,NY
567,2012,Cadillac,42500,5.0,71,17500,20032,Macedon,NY
568,2008,Jeep,101972,4.5,7,5995,8004,East Syracuse,NY
569,2015,BMW,1060,4.5,44,30999,36588,Pittsford,NY
570,2005,Chevrolet,91510,4.0,85,7995,11749,Syracuse,NY
571,2004,Chevrolet,174369,5.0,43,13499,16566,Rome,NY
572,2014,Chevrolet,21520,4.5,157,19990,25367,Hamilton,NY
573,2014,Ford,13721,3.0,45,14499,16671,Buffalo,NY
574,2016,Chevrolet,13034,4.5,52,36950,41749,Carthage,NY
575,2010,Chevrolet,48000,4.0,15,13500,16164,Spencerport,NY
576,2011,Ram,68613,5.0,2,21995,24504,Oswego,NY
577,2010,Mercury,86495,4.5,127,9000,11095,Rome,NY
578,2014,Chevrolet,43864,3.0,283,14000,16246,Cortland,NY
579,2006,Buick,141182,3.5,43,3950,6095,Rome,NY
580,2015,Ford,20426,5.0,16,18900,21141,Lockport,NY
581,2016,Chevrolet,14536,4.5,24,36950,41726,Carthage,NY
582,2016,Honda,5791,4.0,51,27605,29903,Amherst,NY
583,2006,Chevrolet,119193,4.5,1,13800,17680,Westmoreland,NY
584,2015,GMC,27074,5.0,28,24999,27444,Churchville,NY
585,2014,Ford,17771,4.5,141,13999,16006,Phoenix,NY
586,2014,Volkswagen,68000,4.0,149,10285,12518,Oswego,NY
587,2012,Nissan,42346,3.5,160,14495,17123,Bridgeport,NY
588,2010,Ford,83875,5.0,45,10995,12891,Sayre,PA
589,2013,Chevrolet,71328,4.0,77,20685,23607,Oswego,NY
590,2010,Infiniti,85194,5.0,8,22985,25415,Williamsville,NY
591,2009,Audi,99818,4.5,120,13200,15678,North Tonawanda,NY
592,2015,Kia,10772,3.0,66,11444,13719,Oakfield,NY
593,2011,Toyota,42537,4.5,92,16500,18837,Buffalo,NY
594,2010,Chevrolet,71751,3.5,113,7995,9969,Auburn,NY
595,2013,Honda,17933,4.0,91,14493,16296,Buffalo,NY
596,2009,Dodge,69000,5.0,2,6495,8415,Depew,NY
597,2013,Honda,34763,4.5,54,15555,17149,Elma,NY
598,2013,Ford,42042,3.5,38,27941,31685,Orchard Park,NY
599,2016,Chevrolet,17116,3.0,97,13558,16794,Oakfield,NY
600,2008,Honda,66113,3.0,8,6995,8975,Rochester,NY
601,2015,Ford,17284,4.0,23,20000,22689,Medina,NY
602,2013,Ford,45100,4.5,70,24977,28068,Rochester,NY
603,2015,Ford,15984,4.0,10,19995,22450,West Seneca,NY
604,2004,Toyota,98424,4.0,70,8995,11403,Central Square,NY
605,2016,BMW,6298,4.5,71,34999,38995,Pittsford,NY
606,2014,Nissan,67614,5.0,243,11999,15058,Elmira,NY
607,2010,Honda,71208,4.0,108,11737,13455,Hamburg,NY
608,2012,Jeep,79762,5.0,105,12000,14179,Victor,NY
609,2006,Ford,76690,5.0,46,13000,15556,Clinton,NY
610,2002,Honda,138507,4.5,149,2995,4582,Endicott,NY
611,2009,Saturn,74000,4.0,15,5995,8305,Bergen,NY
612,2013,Mercedes-Benz,36928,5.0,8,20500,23108,Endicott,NY
613,2006,Nissan,87563,5.0,78,8995,11473,Cortland,NY
614,2013,Chevrolet,35391,4.0,147,12900,14721,Albion,NY
615,2006,GMC,97063,4.0,315,9495,12296,Cicero,NY
616,2014,Ford,10753,5.0,95,27910,30988,Lockport,NY
617,2010,Mercedes-Benz,28956,4.0,164,17999,20154,Wolcott,NY
618,2014,Ford,72903,3.5,104,11000,13350,Williamsville,NY
619,2012,Honda,65196,4.0,84,12689,14322,Buffalo,NY
620,2009,Toyota,56487,5.0,77,13931,16080,Buffalo,NY
621,2007,Lexus,113000,4.0,9,8995,11251,Webster,NY
622,2010,Ford,81294,3.5,47,12981,15476,Orchard Park,NY
623,2014,Ford,11916,4.5,59,13911,15952,Getzville,NY
624,2013,Ford,48862,3.5,32,10995,13531,Watertown,NY
625,2014,Chevrolet,20279,4.5,10,33000,35124,Honeoye Falls,NY
626,2013,Hyundai,33445,5.0,195,11990,13514,Rochester,NY
627,2011,Chevrolet,92055,4.0,29,19347,22266,Spencerport,NY
628,2014,Ram,15854,3.5,1,26562,29530,Watertown,NY
629,2014,Ford,25203,5.0,351,21870,24693,Auburn,NY
630,2014,Ford,9377,5.0,50,15673,17764,Elmira,NY
631,2012,Jeep,83746,3.5,1,10995,12897,Bridgeport,NY
632,2014,Ford,42783,5.0,60,24548,27369,Elmira,NY
633,2004,Dodge,130369,5.0,1,5495,7975,Avon,NY
634,2013,Jeep,34313,4.0,107,21300,24069,Albion,NY
635,2012,Subaru,144450,1.0,51,6999,9033,Rochester,NY
636,2014,Ford,40296,3.0,66,9337,11703,Oakfield,NY
637,2011,Toyota,39048,3.5,197,23939,26813,Lockport,NY
638,2016,GMC,18110,5.0,1,34990,38172,CICERO,NY
639,2013,Nissan,11563,4.5,56,27595,31684,Rochester,NY
640,2012,Land Rover,62566,5.0,134,30991,34492,Buffalo,NY
641,2012,Nissan,45364,4.0,24,20900,23665,Webster,NY
642,2016,BMW,4474,4.0,81,40806,44871,Rochester,NY
643,2010,Lexus,52456,5.0,94,25991,28674,Buffalo,NY
644,2014,Mercedes-Benz,32145,4.5,2,69932,75720,Rochester,NY
645,2011,Ford,101000,3.5,44,8995,10959,Dansville,NY
646,2011,Ford,102766,4.5,67,8995,10903,East Syracuse,NY
647,2013,Ford,63437,5.0,49,18495,20807,Fayetteville,NY
648,2009,Dodge,82759,4.5,160,5995,7918,Alden,NY
649,2014,Chevrolet,12658,3.5,3,19513,21696,KENMORE,NY
650,2014,Kia,24096,4.5,104,11000,12808,Rochester,NY
651,2009,Jeep,124100,4.0,66,3900,6461,Spencerport,NY
652,2008,Ford,106351,4.0,16,7299,9342,Avon,NY
653,2013,Chevrolet,34039,4.0,126,11500,13197,Albion,NY
654,2011,Ford,101122,4.5,60,12500,14603,Westmoreland,NY
655,2010,Volkswagen,84540,4.5,85,8300,9700,Batavia,NY
656,2013,Dodge,20677,4.0,50,23377,25676,Hamburg,NY
657,2008,Mercedes-Benz,79870,3.5,1,13995,16680,Bridgeport,NY
658,2013,Mercedes-Benz,24127,5.0,8,42900,46996,Endicott,NY
659,2013,Kia,33645,4.5,91,16950,19513,Hamburg,NY
660,2013,Chevrolet,53270,4.0,21,21554,24194,Williamsville,NY
661,2010,Subaru,72767,5.0,404,9500,11238,Brewerton,NY
662,2012,Chrysler,63000,5.0,370,8995,10959,Cortland,NY
663,2016,Jeep,10775,4.0,6,22995,25249,West Seneca,NY
664,2007,Hyundai,118694,5.0,128,3500,4976,Fairport,NY
665,2012,Honda,38850,5.0,120,10950,12605,Syracuse,NY
666,2013,Chevrolet,34408,4.0,20,13434,15451,Williamsville,NY
667,2011,Ford,44174,3.5,23,18723,21346,Lockport,NY
668,2009,Chevrolet,144859,4.5,135,12995,15694,Rochester,NY
669,2008,Dodge,96058,5.0,37,12777,15251,Elba,NY
670,2012,Ford,27232,4.5,27,18000,20937,Buffalo,NY
671,2015,Hyundai,39231,3.0,126,11777,14105,Oakfield,NY
672,2014,GMC,32523,3.0,79,17983,20473,Oakfield,NY
673,2015,Ford,20250,5.0,45,19000,21395,Victor,NY
674,2008,Buick,68040,4.5,66,13989,16212,Rochester,NY
675,2013,Chevrolet,40109,4.5,50,23540,26246,Buffalo,NY
676,2010,Ford,47892,5.0,54,16900,20944,Hamilton,NY
677,2005,Subaru,109000,4.0,32,8995,11325,Spencerport,NY
678,2014,Ford,22014,3.5,86,11000,13203,Cheektowaga,NY
679,2011,Ford,40376,4.0,2,19971,22373,Canandaigua,NY
680,2013,Nissan,62048,3.5,18,12767,15113,Williamsville,NY
681,2014,Ford,18664,3.0,32,12699,14812,Buffalo,NY
682,2013,Chevrolet,43884,3.5,45,12021,13924,Avon,NY
683,2008,Pontiac,110500,4.0,14,5900,8019,Spencerport,NY
684,2013,Honda,35622,4.0,14,11999,13551,Ithaca,NY
685,2012,Chevrolet,56916,4.5,77,9450,11091,Hamburg,NY
686,2014,Ford,47228,3.0,126,11476,14017,Oakfield,NY
687,2016,Ford,21464,3.0,126,16557,19777,Oakfield,NY
688,2014,Jeep,38926,5.0,153,14995,16676,Avon,NY
689,2010,Mazda,70009,5.0,363,10995,13920,Dansville,NY
690,2009,Audi,57050,4.5,58,13950,16000,Hamburg,NY
691,2013,Ford,46214,4.0,227,17500,20244,Wolcott,NY
692,2010,Buick,71465,4.0,45,11988,14015,Bergen,NY
693,2013,Ford,39994,3.0,126,18983,21843,Oakfield,NY
694,2012,Audi,40175,5.0,15,24590,26844,Lockport,NY
695,2011,Mercedes-Benz,31040,4.5,37,16995,19898,East Syracuse,NY
696,2003,Chevrolet,106800,5.0,65,11900,16554,Hamburg,NY
697,2013,Kia,33102,2.5,311,16500,19853,Niagara Falls,NY
698,2013,BMW,40955,5.0,2,21990,24523,Syracuse,NY
699,2014,Chevrolet,43732,4.5,7,17498,19427,Medina,NY
700,2016,Chevrolet,10158,4.5,112,33750,39034,Carthage,NY
701,2008,GMC,96208,5.0,17,16995,19717,Brewerton,NY
702,2010,Honda,54889,3.5,71,11998,13809,Liverpool,NY
703,2011,Ram,114487,4.5,70,15995,18671,East Syracuse,NY
704,2012,Jeep,76377,3.5,65,12000,14279,Williamsville,NY
705,2013,Ford,21245,4.0,80,30999,34518,Farmington,NY
706,2013,Buick,58248,4.0,77,16500,18509,Clinton,NY
707,2013,Ford,73903,3.0,20,26850,30402,Geneva,NY
708,2010,GMC,95304,3.5,125,13995,16596,Bridgeport,NY
709,2013,Toyota,63386,4.5,7,12995,15297,Spencerport,NY
710,2007,Jeep,102000,4.0,21,7995,9979,Webster,NY
711,2016,BMW,13873,4.5,70,35200,38964,Honeoye Falls,NY
712,2014,Chevrolet,32771,3.0,347,13500,15963,Tully,NY
713,2009,Chevrolet,105202,5.0,141,3995,5761,Rochester,NY
714,2002,Lincoln,109000,4.5,65,3250,4971,Buffalo,NY
715,2005,Jeep,110232,2.5,8,5999,8435,Central Square,NY
716,2016,Chrysler,17863,4.5,121,22502,24456,Carthage,NY
717,2016,Chevrolet,10333,4.5,73,33750,39005,Carthage,NY
718,2013,Chevrolet,35561,3.0,22,10499,12230,Buffalo,NY
719,2009,Jeep,111560,5.0,80,17206,20163,Canandaigua,NY
720,2013,Volkswagen,30180,5.0,136,17490,19658,Victor,NY
721,2010,GMC,99972,5.0,28,13900,16029,Lockport,NY
722,2014,GMC,41882,4.5,143,17500,19503,GREAT VALLEY,NY
723,2009,Honda,86342,5.0,120,6950,8592,Syracuse,NY
724,2014,Dodge,38942,3.0,126,14988,17766,Oakfield,NY
725,2014,Porsche,11518,4.0,2,81311,93285,Orchard Park,NY
726,2010,Ford,101241,4.0,176,9580,11558,Spencerport,NY
727,2012,Ford,48761,3.5,76,15995,18207,Painted Post,NY
728,2007,Ford,143740,5.0,282,6999,9115,Depew,NY
729,2013,Chevrolet,39867,3.0,31,9292,11276,Oakfield,NY
730,2013,GMC,78326,4.0,157,21999,24237,Wolcott,NY
731,2014,Mazda,67462,4.5,21,15999,17971,Pittsford,NY
732,2011,Buick,55104,4.5,127,14920,16827,CANANDAIGUA,NY
733,2014,Honda,14177,5.0,178,17914,19448,Grand Island,NY
734,2012,Ford,81131,4.5,170,17000,19758,Batavia,NY
735,2014,Ford,13317,3.0,17,9357,11570,Oakfield,NY
736,2016,Jeep,5071,4.0,9,18905,21054,Hamburg,NY
737,2010,Ford,81640,4.5,297,11900,13755,Java Center,NY
738,2012,Chevrolet,64121,4.5,163,9500,11056,Java Center,NY
739,2007,Chevrolet,8000,5.0,17,31000,33951,Endicott,NY
740,2014,Honda,21456,4.0,51,13000,14856,Niagara Falls,NY
741,2014,Chevrolet,12247,4.5,43,15935,17600,Medina,NY
742,2012,Subaru,54790,4.0,32,17150,19398,Rochester,NY
743,2011,Chevrolet,74165,5.0,8,18990,21413,West Seneca,NY
744,2011,Chevrolet,42639,5.0,154,26490,29512,Auburn,NY
745,2014,Chevrolet,54053,4.5,4,19990,22148,Batavia,NY
746,2011,Infiniti,55531,4.0,155,17955,20280,Orchard Park,NY
747,2012,Buick,39623,4.0,85,15495,17609,Sodus,NY
748,2009,Mercedes-Benz,75106,4.5,23,12995,15031,East Syracuse,NY
749,2011,Toyota,85535,4.0,106,12999,15366,Ithaca,NY
750,2011,Chevrolet,77251,4.5,140,27677,30910,Lockport,NY
751,2014,Jeep,44786,5.0,80,29995,32447,West Seneca,NY
752,2013,Chevrolet,32122,4.5,77,13899,15466,Medina,NY
753,2008,Audi,105000,5.0,3,7900,9911,Syracuse,NY
754,2005,Chevrolet,128084,3.0,41,6988,10255,Westmoreland,NY
755,2014,BMW,17108,4.0,6,26217,28292,Rochester,NY
756,2012,Jeep,51486,4.5,36,12950,14589,Hamburg,NY
757,2010,Hyundai,42000,5.0,22,7499,8864,Niagara Falls,NY
758,2009,Honda,46251,4.0,11,12991,15004,Buffalo,NY
759,2006,Chevrolet,141146,4.5,66,4990,7028,North Tonawanda,NY
760,2012,Toyota,110604,3.5,51,6900,9089,Lockport,NY
761,2011,Ford,97700,5.0,14,8450,10397,Spencerport,NY
762,2010,Chevrolet,78538,4.5,45,11995,14320,Cortland,NY
763,2015,Ford,20619,5.0,241,10300,11921,Rome,NY
764,2014,Ford,19507,2.5,15,14500,17202,Niagara Falls,NY
765,2012,Hyundai,37272,4.0,2,7995,9915,West Seneca,NY
766,2010,BMW,94889,4.5,106,11295,13388,East Syracuse,NY
767,2015,Mazda,18325,4.5,101,15995,18092,Syracuse,NY
768,2008,Toyota,68505,3.0,67,11668,14066,Orchard Park,NY
769,2011,Kia,91603,4.5,23,10295,12130,Rochester,NY
770,2014,Chevrolet,27144,3.5,118,26927,31465,Lockport,NY
771,2016,Chevrolet,10977,4.5,52,33750,38898,Carthage,NY
772,2013,Chevrolet,42411,4.5,137,24987,27836,Carthage,NY
773,2015,Ford,19863,4.5,112,25998,28281,Carthage,NY
774,2012,Lincoln,31437,5.0,184,23995,26315,Rochester,NY
775,2013,Chevrolet,26795,5.0,24,22287,24531,East Rochester,NY
776,2015,Ford,34612,5.0,45,11495,13209,Sayre,PA
777,2013,Chevrolet,29510,5.0,31,17995,20001,West Seneca,NY
778,2016,Mercedes-Benz,4773,4.5,37,30904,33422,Rochester,NY
779,2010,Chevrolet,82349,4.0,2,12995,15374,West Seneca,NY
780,2016,Hyundai,14143,3.0,171,18560,21493,Watertown,NY
781,2010,Honda,70204,4.5,100,11900,13506,Hamburg,NY
782,2010,Toyota,76467,5.0,357,9750,11514,West Seneca,NY
783,2014,Ford,24250,5.0,128,13206,15184,Canandaigua,NY
784,2012,Chevrolet,97132,5.0,3,10797,12574,Spencerport,NY
785,2013,Cadillac,31849,4.5,7,24913,26994,Rochester,NY
786,2011,Chevrolet,32168,4.0,94,9432,11688,Orchard Park,NY
787,2015,Ford,30372,4.5,71,13930,16003,Getzville,NY
788,2007,Dodge,52433,4.5,12,12000,15564,Brewerton,NY
789,2012,Jeep,66600,4.0,151,12995,15062,Lockport,NY
790,2013,Toyota,51811,3.5,43,18351,20626,Williamsville,NY
791,2015,Chevrolet,16695,4.5,78,30950,34431,Carthage,NY
792,2015,Dodge,33095,4.0,79,10995,12916,West Seneca,NY
793,2009,Nissan,45276,5.0,66,7577,9176,Cortland,NY
794,2010,Honda,77624,5.0,54,12500,14193,Victor,NY
795,2011,Chevrolet,89064,4.5,72,14700,16706,Rome,NY
796,2013,Toyota,37500,3.0,101,19937,22280,Orchard Park,NY
797,2013,GMC,35559,4.5,116,31674,33902,Syracuse,NY
798,2013,Dodge,31336,4.5,68,22723,25092,Rome,NY
799,2010,Jeep,100734,4.5,30,10995,12798,East Syracuse,NY
800,2016,Jeep,17046,5.0,15,15999,18009,Olean,NY
801,2014,Lexus,14144,4.5,17,34795,37620,Rochester,NY
802,2013,Chevrolet,22948,3.5,43,24522,27219,Orchard Park,NY
803,2011,Toyota,60813,3.5,99,6950,8815,Mansfield,PA
804,2012,Ford,105228,3.5,8,7495,9555,Bridgeport,NY
805,2010,Dodge,51854,4.5,177,18990,22248,Attica,NY
806,2011,Kia,45001,4.0,130,9974,11945,Canandaigua,NY
807,2007,Honda,64335,4.0,52,7995,9791,Bergen,NY
808,2011,Dodge,51000,5.0,16,13990,15965,Oneida,NY
809,2015,Hyundai,30523,5.0,32,17495,19408,Elmira,NY
810,2007,Chevrolet,96000,4.0,73,7499,9879,Spencerport,NY
811,2015,Ford,10112,5.0,17,19995,22033,Sayre,PA
812,2014,Chevrolet,80952,5.0,25,27995,31443,Brockport,NY
813,2015,Hyundai,16368,5.0,16,15888,18265,SYRACUSE,NY
814,2013,Chevrolet,50443,4.5,76,15847,17659,Syracuse,NY
815,2016,Jeep,12117,4.5,1,16999,19056,Fulton,NY
816,2014,Kia,26919,4.5,58,17595,19592,Rochester,NY
817,2013,Chevrolet,29032,4.0,20,18995,20981,West Seneca,NY
818,2009,Chevrolet,114076,3.5,21,16995,19614,Bridgeport,NY
819,2013,Honda,25321,4.5,13,13499,15003,Cortland,NY
820,2011,Toyota,77578,4.0,52,10677,12499,Williamsville,NY
821,2005,Dodge,103000,4.5,85,10100,12498,Rome,NY
822,2008,Ford,127000,4.5,304,9100,10996,Java Center,NY
823,2015,Chevrolet,41337,4.0,86,37985,41530,Oswego,NY
824,2009,Chevrolet,75396,5.0,80,7995,9699,Rome,NY
825,2010,Dodge,42470,4.5,72,16998,19152,Rochester,NY
826,2007,Hyundai,144278,5.0,212,4999,6843,Depew,NY
827,2010,Jeep,49056,3.0,51,24474,28814,Oakfield,NY
828,2006,Pontiac,101366,4.0,18,5999,7840,Wolcott,NY
829,2013,Hyundai,32209,3.0,39,11999,13720,Buffalo,NY
830,2015,Cadillac,19468,4.5,64,28500,32432,Buffalo,NY
831,2013,Chevrolet,70083,4.0,91,8995,10539,West Seneca,NY
832,2015,Chevrolet,9859,5.0,56,29733,32962,Auburn,NY
833,2012,Honda,55370,5.0,51,14495,16188,Avon,NY
834,2012,Chevrolet,33141,3.0,127,11700,13611,Niagara Falls,NY
835,2013,Hyundai,27264,3.0,9,17991,20599,Rochester,NY
836,2014,Chevrolet,7055,3.0,196,51883,56396,Oakfield,NY
837,2010,Toyota,71434,4.0,77,21901,24446,Canandaigua,NY
838,2013,Chevrolet,36889,4.0,277,22495,24629,Farmington,NY
839,2013,Ford,31225,4.0,121,12781,14701,Spencerport,NY
840,2013,Kia,66017,4.0,135,13641,15639,Spencerport,NY
841,2015,Chevrolet,29348,3.0,46,18499,20980,Buffalo,NY
842,2007,Chevrolet,97095,4.0,99,14695,17232,Cicero,NY
843,2015,Honda,14219,5.0,18,13995,15308,Elmira,NY
844,2010,Dodge,31734,4.0,86,26000,27924,Wolcott,NY
845,2013,Kia,54342,4.0,80,15500,18044,Niagara Falls,NY
846,2011,Chevrolet,117672,5.0,98,19000,21766,Victor,NY
847,2011,Chevrolet,105000,4.5,92,5900,7567,Rome,NY
848,2013,Ford,80044,4.0,16,12995,15030,CICERO,NY
849,2015,Ford,28855,4.0,100,19997,22531,Medina,NY
850,2015,Buick,27464,5.0,8,13495,15640,Rochester,NY
851,2016,BMW,4607,4.0,35,42904,46704,Rochester,NY
852,2013,Volvo,17400,4.0,549,28988,32182,Pulaski,NY
853,2011,Chevrolet,5261,4.0,77,17999,20123,Syracuse,NY
854,2006,Honda,145931,4.5,41,5295,6930,Fulton,NY
855,2008,Subaru,96657,3.0,63,7500,9301,Niagara Falls,NY
856,2014,Jeep,18673,5.0,60,24994,27311,Elmira,NY
857,2016,GMC,10765,4.5,78,23390,26190,Williamson,NY
858,2016,Ford,10705,4.5,23,33750,37872,Carthage,NY
859,2014,Chevrolet,40192,5.0,1,9995,11515,Ontario,NY
860,2011,Honda,72000,4.0,35,13995,15599,Auburn,NY
861,2013,GMC,45238,5.0,65,23500,25871,Lockport,NY
862,2014,Mazda,23276,4.5,101,22995,24790,Syracuse,NY
863,2013,Chevrolet,57640,3.0,126,9278,11587,Oakfield,NY
864,2013,GMC,71409,5.0,53,22971,25114,Orchard Park,NY
865,2007,Volkswagen,79000,4.5,1,4995,6698,Webster,NY
866,2014,Buick,29800,5.0,105,21699,24296,Rochester,NY
867,2014,Kia,49000,4.0,112,11995,13773,Auburn,NY
868,2011,Buick,39883,4.0,17,17999,20112,Farmington,NY
869,2014,Chevrolet,40861,3.0,126,10887,13259,Oakfield,NY
870,2012,Chevrolet,74378,3.0,45,7988,10213,Oakfield,NY
871,2013,Chevrolet,60854,4.5,198,9700,11406,Honeoye Falls,NY
872,2014,Chevrolet,44004,4.5,47,7990,9893,Geneva,NY
873,2005,Chrysler,129800,4.0,42,3700,5716,Spencerport,NY
874,2012,Ford,19087,4.5,15,20995,24114,Elma,NY
875,2010,Honda,61468,3.5,21,13990,15859,Webster,NY
