,year,make,mileage,dealer_rating,days_listed,price,market_price,city,state
1265,2013,Volvo,38646,4.0,330,24995,28655,Lebanon,NJ
1266,2010,Nissan,66688,1.5,16,10999,14203,Brooklyn,NY
1267,2008,Mercedes-Benz,109928,3.0,98,7985,12134,Richmond Hill,NY
1268,2012,Jeep,35459,3.5,86,13995,17151,Parsippany,NJ
1269,2004,Cadillac,116634,4.0,99,9186,13164,Newark,NJ
1270,2013,Chrysler,40600,3.0,14,8495,11882,Naugatuck,CT
1271,2013,Cadillac,19187,4.5,16,28995,33097,Willow Grove,PA
1272,2015,Honda,28842,4.5,123,19995,22421,Wantagh,NY
1273,2013,Nissan,23750,4.0,184,11950,15362,Hamilton,NJ
1274,2007,Jeep,170912,4.0,44,4850,8038,Newark,NJ
1275,2012,Mercedes-Benz,54000,3.5,1,18990,23559,Floral Park,NY
1276,2008,Ford,70559,3.0,25,10999,19279,Levittown,NY
1277,2013,Ford,24600,3.0,6,13995,17621,Naugatuck,CT
1278,2013,Porsche,30913,5.0,98,51000,56483,Teterboro,NJ
1279,2007,Infiniti,110745,4.0,91,8062,10927,Jamaica,NY
1280,2014,Toyota,45288,2.5,21,10993,14642,Jamaica,NY
1281,2009,Buick,81613,4.0,332,6988,9547,Lodi,NJ
1282,2003,Toyota,140832,4.0,37,10990,16026,Feasterville Trevose,PA
1283,2014,Ford,14037,3.5,169,13999,17009,Seymour,CT
1284,2015,Toyota,10278,3.0,76,28103,31724,AVENEL,NJ
1285,2014,Subaru,65123,4.0,62,16870,19785,West Simsbury,CT
1286,2011,Ram,108000,5.0,4,16900,20805,Levittown,PA
1287,2003,Chevrolet,37770,3.5,74,17000,21240,Hamilton,NJ
1288,2008,Ford,56572,3.0,25,11999,20269,Levittown,NY
1289,2011,Cadillac,109154,4.0,51,18900,25603,Jersey City,NJ
1290,2012,Honda,92260,5.0,30,17988,21074,Newton,NJ
1291,2015,Chevrolet,47037,4.0,16,39995,45306,Jamaica,NY
1292,2004,Volkswagen,135000,1.0,489,1500,3737,Brooklyn,NY
1293,2012,Mazda,24901,5.0,35,10996,13223,Brooklyn,NY
1294,2016,BMW,15781,3.5,50,36990,44249,Floral Park,NY
1295,2012,Volkswagen,39660,1.0,184,7995,10846,Brooklyn,NY
1296,2013,Jeep,91493,3.0,427,18995,23156,Hillside,NJ
1297,2011,Toyota,32400,3.0,25,11495,14753,Naugatuck,CT
1298,2010,Ford,113734,2.5,157,15995,21084,South Amboy,NJ
1299,2013,Honda,30656,3.0,162,12495,14741,Bronx,NY
1300,2013,Nissan,44782,3.0,67,9990,13202,Bronx,NY
1301,2014,Chevrolet,8382,4.0,16,16995,19930,STATEN ISLAND,NY
1302,2013,Mazda,10831,3.5,1,21980,24633,Woodside,NY
1303,2007,Jeep,113275,4.5,119,7995,10988,Plainville,CT
1304,2013,Nissan,44058,3.5,64,10700,14305,Rahway,NJ
1305,2006,GMC,149419,4.0,277,5999,10997,Hasbrouck Heights,NJ
1306,2009,Lexus,99442,4.5,132,10295,13199,Teterboro,NJ
1307,2014,Ford,46025,3.0,18,8719,11728,Staten Island,NY
1308,2007,Honda,168258,4.0,1,7995,11009,Elizabethport,NJ
1309,2009,Ford,83840,5.0,115,7995,10639,Elmwood Park,NJ
1310,2016,Chevrolet,20290,3.0,18,12995,16772,Newark,NJ
1311,2015,Kia,39157,4.0,65,10999,13904,Langhorne,PA
1312,2015,Dodge,22267,4.0,22,9800,12763,Elmhurst,NY
1313,2009,Lexus,90723,3.5,195,17998,21467,Jamaica,NY
1314,2004,Cadillac,101796,4.0,94,6995,10712,Hasbrouck Heights,NJ
1315,2015,GMC,17877,4.0,136,24993,28223,Waterbury,CT
1316,2008,BMW,56494,4.0,4,12995,16870,Wall Township,NJ
1317,2013,Volkswagen,35335,4.0,30,8500,11145,Wallingford,CT
1318,2012,Hyundai,71857,3.0,10,7400,10292,Elmhurst,NY
1319,2013,Land Rover,41064,4.0,57,30895,35573,Jamaica,NY
1320,2010,Buick,23097,3.0,7,12995,16127,Bethlehem,PA
1321,2014,Ford,12482,4.0,81,33995,38258,Red Bank,NJ
1322,2008,Lexus,82000,5.0,28,18995,22722,Wyncote,PA
1323,2009,GMC,91552,2.5,305,15000,18850,Wallingford,CT
1324,2012,Ford,51362,4.5,119,13942,17031,Carlstadt,NJ
1325,2011,Ford,49274,3.5,8,12988,15875,Lynbrook,NY
1326,2014,Lexus,33244,3.0,147,29998,35023,Leonia,NJ
1327,2015,Chevrolet,36650,2.5,245,16490,20305,Wallingford,CT
1328,2014,Lexus,6179,4.0,1,34998,42125,Hartford,CT
1329,2008,Dodge,77300,3.0,62,6995,10223,Naugatuck,CT
1330,2014,Ford,29617,4.5,155,9795,12564,Woodside,NY
1331,2014,Toyota,12752,4.0,52,20500,23445,Mount Laurel,NJ
1332,2007,Jeep,29441,5.0,3,16997,20986,Moonachie,NJ
1333,2012,Nissan,52076,4.0,46,7995,10682,Allentown,PA
1334,2005,GMC,124077,5.0,2,3990,6646,Wantagh,NY
1335,2008,Chevrolet,35215,3.5,52,10995,16109,Manahawkin,NJ
1336,2013,Nissan,21473,5.0,70,16695,19630,Syosset,NY
1337,2013,Ford,20299,4.0,32,21590,25257,Summit,NJ
1338,2010,Toyota,105357,5.0,129,18495,22058,Delran,NJ
1339,2002,Audi,127324,3.0,91,5495,7454,Thomaston,CT
1340,2013,Toyota,62470,3.5,119,18788,22786,Somerville,NJ
1341,2014,Hyundai,31693,4.0,181,13997,16935,Waterbury,CT
1342,2014,Chevrolet,31279,4.0,223,10995,13460,Bethlehem,PA
1343,2013,Dodge,22379,4.0,93,16977,20472,Hempstead,NY
1344,2006,Acura,65882,4.0,8,7994,10499,Hasbrouck Heights,NJ
1345,2011,Dodge,37632,5.0,102,15975,18676,Limerick,PA
1346,2010,Honda,136251,3.5,173,5999,8933,Springfield Gardens,NY
1347,2008,Chevrolet,107466,4.5,25,5995,8554,Haskell,NJ
1348,2013,BMW,23962,3.5,2,24895,29198,Great Neck,NY
1349,2013,BMW,42713,4.0,46,31695,36591,Maple Shade,NJ
1350,2009,GMC,112100,3.0,31,12995,19106,Naugatuck,CT
1351,2013,BMW,29744,4.0,1,24777,29122,Hillside,NJ
1352,2010,Buick,119753,5.0,24,11995,14786,Haskell,NJ
1353,2016,Nissan,23691,3.0,18,14995,19797,Bethlehem,PA
1354,2015,Jaguar,9511,4.0,22,38900,45486,Mountain Lakes,NJ
1355,2014,Jeep,63017,4.5,87,21996,25428,Sussex,NJ
1356,2012,Ford,70670,4.0,45,10995,14586,Mount Holly,NJ
1357,2010,Lexus,74548,4.0,239,17995,21360,Jamaica,NY
1358,2013,Lexus,39300,3.0,91,24995,30038,Naugatuck,CT
1359,2012,Toyota,35993,4.5,332,12499,14948,East Haven,CT
1360,2006,Subaru,116131,5.0,235,7495,10581,Brooklyn,NY
1361,2008,Jeep,95501,3.5,155,7900,10956,Rahway,NJ
1362,2016,Ford,11514,3.5,17,27942,32539,Burlington,NJ
1363,2013,Chevrolet,17679,4.0,1,10995,13434,Wall Township,NJ
1364,2008,Buick,140100,5.0,74,7975,11265,Paterson,NJ
1365,2007,Ford,97833,4.5,46,6700,9028,Roosevelt,NY
1366,2012,Honda,36246,5.0,305,11999,14320,South Richmond Hill,NY
1367,2012,Ford,25434,3.5,71,10998,13885,Langhorne,PA
1368,2010,Honda,129805,4.0,41,8999,11476,Glenolden,PA
1369,2008,Chevrolet,154147,4.0,3,12499,16625,Deptford,NJ
1370,2007,Jeep,108986,3.5,13,3995,6829,Brooklyn,NY
1371,2010,Scion,104270,1.0,281,4999,7794,Levittown,PA
1372,2011,BMW,48924,4.0,70,14989,18839,Doylestown,PA
1373,2013,Toyota,29501,3.0,85,20995,24770,Bayside,NY
1374,2008,Infiniti,27066,4.5,369,15995,19298,Washington Township,NJ
1375,2013,BMW,48958,2.5,148,19321,24927,Elizabeth,NJ
1376,2010,Porsche,24000,3.5,450,26995,30842,Flushing,NY
1377,2012,Acura,25766,3.5,9,18587,22269,Spring Valley,NY
1378,2015,Volkswagen,31202,2.5,1,10500,13532,Morganville,NJ
1379,2004,Pontiac,97531,5.0,14,3350,5567,Staten Island,NY
1380,2009,Audi,129277,3.5,38,13990,17206,Brooklyn,NY
1381,2012,Audi,46437,4.5,24,22995,26809,Teterboro,NJ
1382,2014,Jeep,37630,4.0,31,13995,16414,Naugatuck,CT
1383,2008,Mercedes-Benz,71107,3.0,325,10997,14140,Nanuet,NY
1384,2012,Nissan,49098,5.0,63,6700,9092,Levittown,PA
1385,2003,Audi,104820,4.0,171,12995,18846,Garfield,NJ
1386,2009,Chevrolet,70442,5.0,1,9900,14781,Bartonsville,PA
1387,2012,Nissan,59479,5.0,42,6950,9582,Centereach,NY
1388,2008,Ford,77161,5.0,16,6400,9576,Danbury,CT
1389,2013,Honda,45814,3.0,14,16980,20127,Long Island City,NY
1390,2016,Ford,26953,3.0,108,29995,34587,Bayside,NY
1391,2006,Jeep,156380,2.5,116,3695,6951,Brooklyn,NY
1392,2010,GMC,89369,5.0,8,13288,16052,East Stroudsburg,PA
1393,2014,Nissan,22951,4.0,85,19995,23525,Jamaica,NY
1394,2010,Subaru,114500,3.0,41,6995,10399,Naugatuck,CT
1395,2014,Honda,24957,3.0,37,20000,23204,Bronx,NY
1396,2013,Toyota,49831,2.0,489,9544,12514,Waterbury,CT
1397,2009,Infiniti,129035,2.5,84,7999,11146,Brooklyn,NY
1398,2013,Acura,85277,5.0,39,16989,19858,Princeton,NJ
1399,2014,Ford,21010,3.0,63,19777,23679,Lodi,NJ
1400,2009,Ford,122614,4.5,39,11995,17785,Port Reading,NJ
1401,2013,Lexus,16997,4.0,67,26000,29748,Englewood,NJ
1402,2014,Subaru,35098,3.5,57,21000,24026,Cherry Hill,NJ
1403,2006,Volvo,99548,5.0,9,9990,12847,Danbury,CT
1404,2014,Ford,34033,2.5,4,8902,12339,Elizabeth,NJ
1405,2011,Ford,11100,5.0,12,14400,17123,Township of Washington,NJ
1406,2012,Nissan,115346,2.5,99,6499,10403,Brooklyn,NY
1407,2013,Kia,33568,3.5,135,12495,15050,Jersey City,NJ
1408,2016,Chevrolet,18480,3.0,28,14995,18640,Newark,NJ
1409,2012,GMC,40241,4.0,162,32995,37116,Garfield,NJ
1410,2013,Cadillac,44997,4.5,60,25542,29403,Carlstadt,NJ
1411,2008,Chevrolet,80500,5.0,44,5495,8353,Philadelphia,PA
1412,2016,Chevrolet,6284,4.5,151,26493,30784,East Hartford,CT
1413,2011,Ford,62277,4.0,81,19999,23529,Doylestown,PA
1414,2014,Nissan,20412,4.0,34,13965,16954,Brooklyn,NY
1415,2011,BMW,28464,4.0,8,22889,26845,North Haven,CT
1416,2010,Toyota,61450,5.0,1,9995,12681,Rosedale,NY
1417,2005,Honda,147045,4.0,21,4000,6520,St James,NY
1418,2002,BMW,132000,5.0,26,4000,6422,New Hyde Park,NY
1419,2012,Kia,103100,3.0,24,8995,12542,Naugatuck,CT
1420,2013,Chrysler,91939,3.5,45,6995,10021,Conshohocken,PA
1421,2013,GMC,86411,5.0,340,12800,15326,Woodbury,NJ
1422,2013,BMW,21154,3.5,76,23697,28612,Spring Valley,NY
1423,2015,Lexus,11895,3.5,42,35990,40855,Fairfield,CT
1424,2008,Infiniti,70094,4.5,80,10995,14010,Paterson,NJ
1425,2010,Chevrolet,140365,3.5,73,13499,17256,Waterbury,CT
1426,2013,Ford,72100,3.0,8,6495,9735,Naugatuck,CT
1427,2008,Saab,91517,3.0,302,6999,9154,Linden,NJ
1428,2012,Honda,73985,5.0,1,9500,11912,Elizabeth,NJ
1429,2007,Jeep,147000,5.0,1,12500,16340,Bridgeport,CT
1430,2013,Mercedes-Benz,57699,4.5,1,34450,39372,Franklin Square,NY
1431,2004,Ford,98000,5.0,23,8500,12129,Poughkeepsie,NY
1432,2006,Toyota,122000,1.5,297,4999,8051,Brooklyn,NY
1433,2012,Nissan,24331,3.0,101,10500,13640,Newark,NJ
1434,2008,Nissan,71000,5.0,10,9500,12564,Perth Amboy,NJ
1435,2012,Cadillac,80132,4.0,63,16995,20571,Hamilton,NJ
1436,2011,Chevrolet,70418,4.0,203,23995,28205,Linden,NJ
1437,2015,Lexus,16102,4.5,101,34491,38947,Bridgewater,NJ
1438,2014,Toyota,76388,5.0,154,11995,14717,West Hempstead,NY
1439,2013,BMW,55354,3.5,28,25995,30967,Philadelphia,PA
1440,2013,Cadillac,31739,4.5,43,18999,22617,Bellmore,NY
1441,1998,Toyota,148275,4.0,87,1494,2982,Hasbrouck Heights,NJ
1442,2015,Jaguar,3308,4.0,659,69995,80117,Great Neck,NY
1443,2009,Nissan,88100,3.0,93,8995,12873,Naugatuck,CT
1444,2009,Toyota,133657,5.0,7,4995,7503,Paterson,NJ
1445,2012,Hyundai,49296,5.0,52,14437,17268,Toms River,NJ
1446,2014,Mercedes-Benz,46327,3.0,316,29770,35664,Hillside,NJ
1447,2014,Nissan,30316,3.0,50,18995,23612,Middle Village,NY
1448,2014,Chevrolet,21811,3.5,19,17999,20999,Slatington,PA
1449,2013,Honda,27656,4.0,81,12900,15317,Elmhurst,NY
1450,2013,Chevrolet,46842,5.0,27,9900,12217,New Windsor,NY
1451,2012,Ford,87154,2.5,29,6995,10352,Belle Mead,NJ
1452,2014,Jeep,5015,3.0,7,27989,31867,Staten Island,NY
1453,2011,Ford,162145,4.0,78,12900,16794,Newark,NJ
1454,2013,Toyota,39239,4.0,43,10990,13488,Brooklyn,NY
1455,2011,MINI,47022,4.0,15,9995,12859,Brooklyn,NY
1456,2008,GMC,94514,3.5,43,16995,21633,Jersey City,NJ
1457,2014,Honda,39195,3.0,13,14880,17696,Long Island City,NY
1458,2006,Lexus,105979,3.5,16,11800,15472,Elizabeth,NJ
1459,2014,Chevrolet,40800,4.5,119,22000,26930,East Hartford,CT
1460,2007,Toyota,24639,3.0,2,7991,10742,Douglaston,NY
1461,2016,Volkswagen,18233,3.0,73,21491,27077,AVENEL,NJ
1462,2014,Cadillac,20637,4.0,30,23795,27017,Lawrenceville,NJ
1463,2016,Hyundai,14204,4.0,1,14777,18216,Hillside,NJ
1464,2013,Hyundai,71924,4.5,6,8499,10756,Allentown,PA
1465,2011,Cadillac,78902,4.0,66,17595,21713,Somerville,NJ
1466,2015,Chevrolet,22631,4.5,62,20955,28097,Waterbury,CT
1467,2013,Toyota,4994,4.0,9,18503,20945,Staten Island,NY
1468,2013,Honda,40301,3.0,6,14990,17878,Long Island City,NY
1469,2013,Honda,42521,4.0,45,10866,12956,Derby,CT
1470,2013,Honda,44882,3.0,15,13695,16298,Long Island City,NY
1471,2013,Toyota,53267,3.5,24,17790,21028,Parsippany,NJ
1472,2008,Lexus,133968,1.5,3,8899,12584,Brooklyn,NY
1473,2013,Infiniti,52068,3.0,226,23995,28379,Bayside,NY
1474,2010,Ford,116573,5.0,108,4995,7650,Elizabeth,NJ
1475,2009,Acura,124740,2.5,21,7999,11442,Brooklyn,NY
1476,2008,Audi,79532,2.5,44,10950,14645,Wallingford,CT
1477,2010,Cadillac,41476,4.5,113,17895,20964,Little Ferry,NJ
1478,2006,Chevrolet,141195,5.0,32,6995,10238,Jersey City,NJ
1479,2016,Ram,7319,4.5,162,38440,45289,Litchfield,CT
1480,2013,Dodge,73500,3.0,34,10995,14577,Naugatuck,CT
1481,2013,Ford,32626,4.0,56,18990,22671,Maple Shade,NJ
1482,2013,Acura,34565,4.0,11,23800,26869,Elmhurst,NY
1483,2008,Suzuki,103636,4.0,50,5755,7907,Flemington,NJ
1484,2013,BMW,53861,4.0,336,22995,27233,Jamaica,NY
1485,2011,Hyundai,97977,3.5,21,15900,18944,Linden,NJ
1486,2016,Chevrolet,9573,4.0,69,18997,22543,Marlton,NJ
1487,2013,Honda,19600,3.0,21,11495,13928,Naugatuck,CT
1488,2012,Hyundai,72057,3.0,119,7985,11495,Richmond Hill,NY
1489,2014,Toyota,65798,5.0,18,23407,27507,Jersey City,NJ
1490,2015,Nissan,50839,4.0,52,9995,13111,Brooklyn,NY
1491,2010,Ford,43073,3.0,77,8980,12093,Bloomfield,NJ
1492,2012,Nissan,97400,4.5,13,11900,15565,Yonkers,NY
1493,2008,Lexus,102579,3.5,51,10988,14116,Paterson,NJ
1494,2013,Nissan,13505,5.0,64,10500,13109,Hackensack,NJ
1495,2013,Nissan,81604,3.5,16,11295,14632,Irvington,NJ
1496,2005,Honda,120520,3.5,1,2988,5493,North Plainfield,NJ
1497,2012,Toyota,57400,3.0,37,11495,14606,Naugatuck,CT
1498,2015,Toyota,31915,3.0,13,13490,16598,Long Island City,NY
1499,2013,BMW,40740,3.0,165,22795,27521,Lodi,NJ
1500,2012,Toyota,82477,3.0,103,14399,18006,Eatontown,NJ
1501,2013,Honda,26148,3.0,15,15880,18759,Long Island City,NY
1502,2013,Kia,49365,4.0,280,15295,18954,Staten Island,NY
1503,2009,Hyundai,108148,5.0,24,6999,9940,Brooklyn,NY
